sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Seagrass beds are the primary habitat of the family , but seahorses are also found among mangrove roots , on more open , silty bottoms , and even living among vast mats of Sargassum weed .","Seagrass/JJ beds/NNS are/VBP the/DT primary/JJ habitat/NN of/IN the/DT family/NN ,/, but/CC seahorses/NNS are/VBP also/RB found/VBN among/IN mangrove/JJ roots/NNS ,/, on/IN more/RBR open/JJ ,/, silty/RB bottoms/JJ ,/, and/CC even/RB living/JJ among/IN vast/JJ mats/NNS of/IN Sargassum/NNP weed/NNP ./.","amod(beds-2, Seagrass-1) nsubj(habitat-6, beds-2) cop(habitat-6, are-3) det(habitat-6, the-4) amod(habitat-6, primary-5) root(ROOT-0, habitat-6) case(family-9, of-7) det(family-9, the-8) nmod:of(habitat-6, family-9) cc(habitat-6, but-11) nsubjpass(found-15, seahorses-12) auxpass(found-15, are-13) advmod(found-15, also-14) conj:but(habitat-6, found-15) case(roots-18, among-16) amod(roots-18, mangrove-17) nmod:among(found-15, roots-18) case(open-22, on-20) advmod(open-22, more-21) advcl:on(found-15, open-22) advmod(bottoms-25, silty-24) advcl:on(found-15, bottoms-25) conj:and(open-22, bottoms-25) cc(open-22, and-27) advmod(living-29, even-28) advcl:on(found-15, living-29) conj:and(open-22, living-29) case(mats-32, among-30) amod(mats-32, vast-31) nmod:among(living-29, mats-32) case(weed-35, of-33) compound(weed-35, Sargassum-34) nmod:of(mats-32, weed-35)  ",weed,35,"case(weed-35, of-33) compound(weed-35, Sargassum-34) nmod:of(mats-32, weed-35) ",among vast mats of Sargassum weed .,NNP,[],,,,,,,,,"[('of', 'mats')]",['of'],['mats'],[],[],,[],[],[],['Sargassum'],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
The cultivated patches would have been abandoned after a couple of years as soil nutrients were depleted and as weeds reinvaded and made clearing too difficult .,The/DT cultivated/VBN patches/NNS would/MD have/VB been/VBN abandoned/VBN after/IN a/DT couple/NN of/IN years/NNS as/IN soil/NN nutrients/NNS were/VBD depleted/VBN and/CC as/IN weeds/NNS reinvaded/VBD and/CC made/VBD clearing/VBG too/RB difficult/JJ ./.,"det(patches-3, The-1) amod(patches-3, cultivated-2) nsubjpass(abandoned-7, patches-3) aux(abandoned-7, would-4) aux(abandoned-7, have-5) auxpass(abandoned-7, been-6) root(ROOT-0, abandoned-7) case(couple-10, after-8) det(couple-10, a-9) nmod:after(abandoned-7, couple-10) case(years-12, of-11) nmod:of(couple-10, years-12) mark(depleted-17, as-13) compound(nutrients-15, soil-14) nsubjpass(depleted-17, nutrients-15) auxpass(depleted-17, were-16) advcl(abandoned-7, depleted-17) cc(depleted-17, and-18) mark(reinvaded-21, as-19) nsubj(reinvaded-21, weeds-20) nsubj(made-23, weeds-20) advcl(abandoned-7, reinvaded-21) conj:and(depleted-17, reinvaded-21) cc(reinvaded-21, and-22) conj:and(depleted-17, made-23) conj:and(reinvaded-21, made-23) xcomp(made-23, clearing-24) advmod(difficult-26, too-25) xcomp(clearing-24, difficult-26)  ",weeds,20,"nsubj(reinvaded-21, weeds-20) nsubj(made-23, weeds-20) ",nutrients were depleted and as weeds reinvaded and made clearing too,NNS,[],reinvaded,VBD,subject,reinvaded,reinvaded,,,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"For example , an examination of California rangelands would not lead one to suspect that the beetle "" Chrysolina brunsvicensis "" is responsible for maintaining the weed "" Hypericum perfoliatum "" as a rare component of rangeland vegetation .","For/IN example/NN ,/, an/DT examination/NN of/IN California/NNP rangelands/NNS would/MD not/RB lead/VB one/CD to/TO suspect/VB that/IN the/DT beetle/JJ ''/'' Chrysolina/JJ brunsvicensis/NNS ''/'' is/VBZ responsible/JJ for/IN maintaining/VBG the/DT weed/NN ''/'' Hypericum/NN perfoliatum/NN ''/'' as/IN a/DT rare/JJ component/NN of/IN rangeland/JJ vegetation/NNS ./.","case(example-2, For-1) nmod:for(lead-11, example-2) det(examination-5, an-4) nsubj(lead-11, examination-5) case(rangelands-8, of-6) compound(rangelands-8, California-7) nmod:of(examination-5, rangelands-8) aux(lead-11, would-9) neg(lead-11, not-10) root(ROOT-0, lead-11) dobj(lead-11, one-12) mark(suspect-14, to-13) advcl(lead-11, suspect-14) mark(responsible-23, that-15) det(brunsvicensis-20, the-16) amod(brunsvicensis-20, beetle-17) amod(brunsvicensis-20, Chrysolina-19) nsubj(responsible-23, brunsvicensis-20) cop(responsible-23, is-22) ccomp(suspect-14, responsible-23) mark(maintaining-25, for-24) advcl(responsible-23, maintaining-25) det(perfoliatum-30, the-26) compound(perfoliatum-30, weed-27) compound(perfoliatum-30, Hypericum-29) dobj(maintaining-25, perfoliatum-30) case(component-35, as-32) det(component-35, a-33) amod(component-35, rare-34) nmod:as(maintaining-25, component-35) case(vegetation-38, of-36) amod(vegetation-38, rangeland-37) nmod:of(component-35, vegetation-38)  ",weed,27,"compound(perfoliatum-30, weed-27) ","is responsible for maintaining the weed "" Hypericum perfoliatum "" as",NN,[],maintaining,VBG,object,,,maintaining,maintain,[],[],[],[],[],[],,[],[],[],['perfoliatum'],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"This was the fertile field on which fell the seed of the weed called "" relevance . """,This/DT was/VBD the/DT fertile/JJ field/NN on/IN which/WDT fell/VBD the/DT seed/NN of/IN the/DT weed/NN called/VBN ''/'' relevance/NN ./. ''/'',"nsubj(field-5, This-1) cop(field-5, was-2) det(field-5, the-3) amod(field-5, fertile-4) root(ROOT-0, field-5) mark(fell-8, on-6) nsubj(fell-8, which-7) acl(field-5, fell-8) det(seed-10, the-9) dobj(fell-8, seed-10) case(weed-13, of-11) det(weed-13, the-12) nmod:of(seed-10, weed-13) acl(weed-13, called-14) dobj(called-14, relevance-16)  ",weed,13,"case(weed-13, of-11) det(weed-13, the-12) acl(weed-13, called-14) nmod:of(seed-10, weed-13) ","fell the seed of the weed called "" relevance . """,NN,[],,,,,,,,,"[('of', 'seed')]",['of'],['seed'],[],['the'],definite article,[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"After 1860 , commercial-farming orientation , infestations of newly arrived adventives , and activities of state agronomic institutions led to changed policies and intensive weed control .","After/IN 1860/CD ,/, commercial-farming/JJ orientation/NN ,/, infestations/NNS of/IN newly/RB arrived/JJ adventives/NNS ,/, and/CC activities/NNS of/IN state/NN agronomic/NN institutions/NNS led/VBD to/TO changed/VBN policies/NNS and/CC intensive/JJ weed/NN control/NN ./.","case(1860-2, After-1) nmod:after(led-19, 1860-2) amod(orientation-5, commercial-farming-4) nsubj(led-19, orientation-5) appos(orientation-5, infestations-7) case(adventives-11, of-8) advmod(arrived-10, newly-9) amod(adventives-11, arrived-10) nmod:of(infestations-7, adventives-11) cc(adventives-11, and-13) nmod:of(infestations-7, activities-14) conj:and(adventives-11, activities-14) case(institutions-18, of-15) compound(institutions-18, state-16) compound(institutions-18, agronomic-17) nmod:of(activities-14, institutions-18) root(ROOT-0, led-19) case(policies-22, to-20) amod(policies-22, changed-21) nmod:to(led-19, policies-22) cc(policies-22, and-23) amod(control-26, intensive-24) compound(control-26, weed-25) nmod:to(led-19, control-26) conj:and(policies-22, control-26)  ",weed,25,"compound(control-26, weed-25) ",to changed policies and intensive weed control .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['control'],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"I remember the telegrams , the vacancy of my mother 's absence for a week or so , the unintelligibility of a death so remote .","I/PRP remember/VBP the/DT telegrams/NNS ,/, the/DT vacancy/NN of/IN my/PRP$ mother/NN 's/POS absence/NN for/IN a/DT week/NN or/CC so/RB ,/, the/DT unintelligibility/NN of/IN a/DT death/NN so/RB remote/VBN ./.","nsubj(remember-2, I-1) root(ROOT-0, remember-2) det(telegrams-4, the-3) nsubj(unintelligibility-20, telegrams-4) det(vacancy-7, the-6) appos(telegrams-4, vacancy-7) case(absence-12, of-8) nmod:poss(mother-10, my-9) nmod:poss(absence-12, mother-10) case(mother-10, 's-11) nmod:of(vacancy-7, absence-12) case(week-15, for-13) det(week-15, a-14) nmod:for(absence-12, week-15) cc(week-15, or-16) advmod(week-15, so-17) det(unintelligibility-20, the-19) xcomp(remember-2, unintelligibility-20) case(death-23, of-21) det(death-23, a-22) nmod:of(unintelligibility-20, death-23) advmod(remote-25, so-24) amod(death-23, remote-25)  ",week,15,"case(week-15, for-13) det(week-15, a-14) cc(week-15, or-16) advmod(week-15, so-17) nmod:for(absence-12, week-15) ","mother 's absence for a week or so , the unintelligibility",NN,[],,,,,,,,,"[('for', 'absence')]",['for'],['absence'],[],['a'],indefinite article,[],[],[],[],[],[],[],[],['for'],['so'],[],[],[],[],[],a,unit,singular,linked,,['A+N'],countable,unknown
"Although Edmund expected that the war might be over in weeks , he was dismayed by the popular enthusiasm : "" people were riding on the top of taxis , cheering in the crowded streets ; a mob around Buckingham Palace calling for the King and Queen-Mary !","Although/IN Edmund/NNP expected/VBD that/IN the/DT war/NN might/MD be/VB over/IN in/IN weeks/NNS ,/, he/PRP was/VBD dismayed/VBN by/IN the/DT popular/JJ enthusiasm/NN :/: ''/'' people/NNS were/VBD riding/VBG on/IN the/DT top/NN of/IN taxis/NNS ,/, cheering/VBG in/IN the/DT crowded/JJ streets/NNS ;/: a/DT mob/NN around/IN Buckingham/NNP Palace/NNP calling/VBG for/IN the/DT King/NNP and/CC Queen-Mary/NNP !/.","mark(expected-3, Although-1) nsubj(expected-3, Edmund-2) advcl(dismayed-15, expected-3) mark(over-9, that-4) det(war-6, the-5) nsubj(over-9, war-6) aux(over-9, might-7) cop(over-9, be-8) ccomp(expected-3, over-9) case(weeks-11, in-10) nmod:in(over-9, weeks-11) nsubjpass(dismayed-15, he-13) auxpass(dismayed-15, was-14) root(ROOT-0, dismayed-15) case(enthusiasm-19, by-16) det(enthusiasm-19, the-17) amod(enthusiasm-19, popular-18) nmod:by(dismayed-15, enthusiasm-19) nsubj(riding-24, people-22) aux(riding-24, were-23) parataxis(dismayed-15, riding-24) case(top-27, on-25) det(top-27, the-26) nmod:on(riding-24, top-27) case(taxis-29, of-28) nmod:of(top-27, taxis-29) dep(riding-24, cheering-31) case(streets-35, in-32) det(streets-35, the-33) amod(streets-35, crowded-34) nmod:in(cheering-31, streets-35) det(mob-38, a-37) dobj(riding-24, mob-38) case(Palace-41, around-39) compound(Palace-41, Buckingham-40) nmod:around(mob-38, Palace-41) acl(Palace-41, calling-42) case(King-45, for-43) det(King-45, the-44) nmod:for(calling-42, King-45) cc(King-45, and-46) nmod:for(calling-42, Queen-Mary-47) conj:and(King-45, Queen-Mary-47)  ",weeks,11,"case(weeks-11, in-10) nmod:in(over-9, weeks-11) ","war might be over in weeks , he was dismayed by",NNS,[],,,,,,,,,"[('in', 'over')]",['in'],['over'],[],[],,[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"to take a position in English literature offered at a smaller institution -- the young man spent several weeks writing a thesis on metaphysics and reviewing his studies "" so as to pass our formidable ordeals . """,to/TO take/VB a/DT position/NN in/IN English/JJ literature/NN offered/VBN at/IN a/DT smaller/JJR institution/NN --/: the/DT young/JJ man/NN spent/VBD several/JJ weeks/NNS writing/VBG a/DT thesis/NN on/IN metaphysics/NNS and/CC reviewing/VBG his/PRP$ studies/NNS ''/'' so/RB as/RB to/TO pass/VB our/PRP$ formidable/JJ ordeals/NNS ./. ''/'',"mark(take-2, to-1) root(ROOT-0, take-2) det(position-4, a-3) dobj(take-2, position-4) case(literature-7, in-5) amod(literature-7, English-6) nmod:in(take-2, literature-7) acl(literature-7, offered-8) case(institution-12, at-9) det(institution-12, a-10) amod(institution-12, smaller-11) nmod:at(offered-8, institution-12) det(man-16, the-14) amod(man-16, young-15) nsubj(spent-17, man-16) parataxis(take-2, spent-17) amod(weeks-19, several-18) nmod:tmod(spent-17, weeks-19) dep(spent-17, writing-20) det(thesis-22, a-21) dobj(writing-20, thesis-22) case(metaphysics-24, on-23) nmod:on(thesis-22, metaphysics-24) cc(writing-20, and-25) dep(spent-17, reviewing-26) conj:and(writing-20, reviewing-26) nmod:poss(studies-28, his-27) dobj(reviewing-26, studies-28) advmod(as-31, so-30) advmod(spent-17, as-31) mark(pass-33, to-32) advcl(spent-17, pass-33) nmod:poss(ordeals-36, our-34) amod(ordeals-36, formidable-35) dobj(pass-33, ordeals-36)  ",weeks,19,"amod(weeks-19, several-18) nmod:tmod(spent-17, weeks-19) ",the young man spent several weeks writing a thesis on metaphysics,NNS,[],,,,,,,,,"[('tmod', 'spent')]",['tmod'],['spent'],[],[],,[],[],[],[],['several'],[],[],[],[],[],[],[],[],[],[],several,fuzzy,plural,bare plural,,['F+Ns'],countable,unknown
"The young philosopher that James cites wrote his dissertation in only a few weeks , although he needed another year to "" pad it out "" with scholarly apparatus .","The/DT young/JJ philosopher/NN that/IN James/NNP cites/VBZ wrote/VBD his/PRP$ dissertation/NN in/IN only/RB a/DT few/JJ weeks/NNS ,/, although/IN he/PRP needed/VBD another/DT year/NN to/TO ''/'' pad/VB it/PRP out/RP ''/'' with/IN scholarly/JJ apparatus/NN ./.","det(philosopher-3, The-1) amod(philosopher-3, young-2) nsubj(wrote-7, philosopher-3) mark(cites-6, that-4) nsubj(cites-6, James-5) dep(philosopher-3, cites-6) root(ROOT-0, wrote-7) nmod:poss(dissertation-9, his-8) dobj(wrote-7, dissertation-9) case(weeks-14, in-10) advmod(few-13, only-11) advmod(few-13, a-12) nummod(weeks-14, few-13) nmod:in(wrote-7, weeks-14) mark(needed-18, although-16) nsubj(needed-18, he-17) nsubj(pad-23, he-17) advcl(wrote-7, needed-18) det(year-20, another-19) nmod:tmod(needed-18, year-20) mark(pad-23, to-21) xcomp(needed-18, pad-23) dobj(pad-23, it-24) compound:prt(pad-23, out-25) case(apparatus-29, with-27) amod(apparatus-29, scholarly-28) nmod:with(pad-23, apparatus-29)  ",weeks,14,"case(weeks-14, in-10) nummod(weeks-14, few-13) nmod:in(wrote-7, weeks-14) ","dissertation in only a few weeks , although he needed another",NNS,[],,,,,,,,,"[('in', 'wrote')]",['in'],['wrote'],[],[],,[],[],[],[],[],[],[],['few'],['in'],[],[],[],[],[],[],few,other,plural,linked,,['O-DEN'],countable,unknown
I plan to carry his ideas with me to Warsaw next week .,I/PRP plan/VBP to/TO carry/VB his/PRP$ ideas/NNS with/IN me/PRP to/TO Warsaw/NNP next/JJ week/NN ./.,"nsubj(plan-2, I-1) nsubj(carry-4, I-1) root(ROOT-0, plan-2) mark(carry-4, to-3) xcomp(plan-2, carry-4) nmod:poss(ideas-6, his-5) dobj(carry-4, ideas-6) case(me-8, with-7) nmod:with(carry-4, me-8) case(Warsaw-10, to-9) nmod:to(carry-4, Warsaw-10) amod(week-12, next-11) nmod:tmod(carry-4, week-12)  ",week,12,"amod(week-12, next-11) nmod:tmod(carry-4, week-12) ",with me to Warsaw next week .,NN,[],,,,,,,,,"[('tmod', 'carry')]",['tmod'],['carry'],[],[],,[],[],[],[],['next'],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"He should take several measures to do so : <p> -- Over the next few weeks , Kagan should call a wide range of students to his office , simply to talk with them .","He/PRP should/MD take/VB several/JJ measures/NNS to/TO do/VB so/RB :/: <p>/RB --/: Over/IN the/DT next/JJ few/JJ weeks/NNS ,/, Kagan/NNP should/MD call/VB a/DT wide/JJ range/NN of/IN students/NNS to/TO his/PRP$ office/NN ,/, simply/RB to/TO talk/VB with/IN them/PRP ./.","nsubj(take-3, He-1) aux(take-3, should-2) root(ROOT-0, take-3) amod(measures-5, several-4) dobj(take-3, measures-5) mark(do-7, to-6) advcl(take-3, do-7) advmod(do-7, so-8) advmod(do-7, <p>-10) case(weeks-16, Over-12) det(weeks-16, the-13) amod(weeks-16, next-14) amod(weeks-16, few-15) nmod:over(call-20, weeks-16) nsubj(call-20, Kagan-18) aux(call-20, should-19) parataxis(take-3, call-20) det(range-23, a-21) amod(range-23, wide-22) dobj(call-20, range-23) case(students-25, of-24) nmod:of(range-23, students-25) case(office-28, to-26) nmod:poss(office-28, his-27) nmod:to(call-20, office-28) advmod(talk-32, simply-30) mark(talk-32, to-31) advcl(call-20, talk-32) case(them-34, with-33) nmod:with(talk-32, them-34)  ",weeks,16,"case(weeks-16, Over-12) det(weeks-16, the-13) amod(weeks-16, next-14) amod(weeks-16, few-15) nmod:over(call-20, weeks-16) ","-- Over the next few weeks , Kagan should call a",NNS,[],,,,,,,,,"[('over', 'call')]",['over'],['call'],[],['the'],definite article,[],[],[],[],"['next', 'few']",[],[],[],['Over'],[],[],[],[],[],[],few,fuzzy,plural,linked,,['F+Ns'],countable,unknown
"Weiser , initially unsympathetic to Opus Dei , observed with some irony the behavior of highly rational academics : <p> The guy ( McCloskey ) was coming down here three times a week and people are paralyzed by anxiety .","Weiser/NNP ,/, initially/RB unsympathetic/JJ to/TO Opus/NNP Dei/NNP ,/, observed/VBD with/IN some/DT irony/NN the/DT behavior/NN of/IN highly/RB rational/JJ academics/NNS :/: <p>/NN The/DT guy/NN -LRB-/-LRB- McCloskey/NNP -RRB-/-RRB- was/VBD coming/VBG down/RB here/RB three/CD times/NNS a/DT week/NN and/CC people/NNS are/VBP paralyzed/VBN by/IN anxiety/NN ./.","nsubj(observed-9, Weiser-1) advmod(unsympathetic-4, initially-3) ccomp(observed-9, unsympathetic-4) case(Dei-7, to-5) compound(Dei-7, Opus-6) nmod:to(unsympathetic-4, Dei-7) root(ROOT-0, observed-9) case(irony-12, with-10) det(irony-12, some-11) nmod:with(observed-9, irony-12) det(behavior-14, the-13) dobj(observed-9, behavior-14) case(academics-18, of-15) advmod(rational-17, highly-16) amod(academics-18, rational-17) nmod:of(behavior-14, academics-18) dep(behavior-14, <p>-20) det(guy-22, The-21) nsubj(coming-27, guy-22) appos(guy-22, McCloskey-24) aux(coming-27, was-26) acl:relcl(<p>-20, coming-27) advmod(week-33, down-28) advmod(times-31, here-29) nummod(times-31, three-30) nmod:npmod(down-28, times-31) det(week-33, a-32) nmod:tmod(coming-27, week-33) cc(coming-27, and-34) nsubjpass(paralyzed-37, people-35) auxpass(paralyzed-37, are-36) acl:relcl(<p>-20, paralyzed-37) conj:and(coming-27, paralyzed-37) case(anxiety-39, by-38) nmod:by(paralyzed-37, anxiety-39)  ",week,33,"advmod(week-33, down-28) det(week-33, a-32) nmod:tmod(coming-27, week-33) ",down here three times a week and people are paralyzed by,NN,[],,,,,,,,,"[('tmod', 'coming')]",['tmod'],['coming'],[],['a'],indefinite article,[],[],[],[],[],[],[],[],[],['down'],[],[],[],[],[],a,unit,singular,linked,,['A+N'],countable,unknown
"Since the standard number of class hours is ten to twelve and a half per week ( twelve to fifteen fifty-minute "" hours "" ) , this means that in 1988 more than three quarters of our students were engaged in academic work less than twenty-eight and a half hours a week , even if they never skipped a class , while almost a third worked less than eighteen and a half hours per week .","Since/IN the/DT standard/JJ number/NN of/IN class/NN hours/NNS is/VBZ ten/CD to/TO twelve/CD and/CC a/DT half/NN per/IN week/NN -LRB-/-LRB- twelve/CD to/TO fifteen/CD fifty-minute/VBP ''/'' hours/NNS ''/'' -RRB-/-RRB- ,/, this/DT means/VBZ that/IN in/IN 1988/CD more/JJR than/IN three/CD quarters/NNS of/IN our/PRP$ students/NNS were/VBD engaged/VBN in/IN academic/JJ work/NN less/CC than/IN twenty-eight/NN and/CC a/DT half/NN hours/NNS a/DT week/NN ,/, even/RB if/IN they/PRP never/RB skipped/VBD a/DT class/NN ,/, while/IN almost/RB a/DT third/JJ worked/VBD less/JJR than/IN eighteen/CD and/CC a/DT half/NN hours/NNS per/IN week/NN ./.","mark(ten-9, Since-1) det(number-4, the-2) amod(number-4, standard-3) nsubj(ten-9, number-4) case(hours-7, of-5) compound(hours-7, class-6) nmod:of(number-4, hours-7) cop(ten-9, is-8) advcl(means-28, ten-9) case(twelve-11, to-10) nmod:to(ten-9, twelve-11) cc(ten-9, and-12) det(half-14, a-13) conj:and(ten-9, half-14) advcl(means-28, half-14) case(week-16, per-15) nmod:per(half-14, week-16) nummod(fifteen-20, twelve-18) dep(fifteen-20, to-19) dep(ten-9, fifteen-20) acl:relcl(fifteen-20, fifty-minute-21) dobj(fifty-minute-21, hours-23) nsubj(means-28, this-27) root(ROOT-0, means-28) mark(engaged-40, that-29) case(1988-31, in-30) nmod:in(engaged-40, 1988-31) advmod(three-34, more-32) mwe(more-32, than-33) nummod(quarters-35, three-34) nsubjpass(engaged-40, quarters-35) nsubjpass(engaged-40', quarters-35) case(students-38, of-36) nmod:poss(students-38, our-37) nmod:of(quarters-35, students-38) auxpass(engaged-40, were-39) ccomp(means-28, engaged-40) ccomp(means-28, engaged-40') conj:less(engaged-40, engaged-40') case(work-43, in-41) amod(work-43, academic-42) nmod:in(engaged-40, work-43) cc(engaged-40, less-44) case(twenty-eight-46, than-45) nmod:than(engaged-40', twenty-eight-46) cc(twenty-eight-46, and-47) det(half-49, a-48) nmod:than(engaged-40', half-49) conj:and(twenty-eight-46, half-49) dep(work-43, hours-50) det(week-52, a-51) nmod:tmod(engaged-40, week-52) advmod(skipped-58, even-54) mark(skipped-58, if-55) nsubj(skipped-58, they-56) neg(skipped-58, never-57) advcl(engaged-40, skipped-58) det(class-60, a-59) dobj(skipped-58, class-60) mark(worked-66, while-62) advmod(third-65, almost-63) advmod(third-65, a-64) nsubj(worked-66, third-65) advcl(skipped-58, worked-66) advmod(eighteen-69, less-67) mwe(less-67, than-68) dobj(worked-66, eighteen-69) cc(half-72, and-70) advmod(half-72, a-71) nummod(hours-73, half-72) nmod:per(worked-66, hours-73) case(hours-73, per-74) dep(hours-73, week-75)  ",week,16,"case(week-16, per-15) nmod:per(half-14, week-16) ",twelve and a half per week ( twelve to fifteen fifty-minute,NN,[],,,,,,,,,"[('per', 'half')]",['per'],['half'],[],[],,[],[],[],[],[],[],[],[],['per'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
