sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"But before discussing the infohighway crimes we can expect to see in the years ahead , let 's look at the good news : The most-dreaded types of offenses -- crimes such as murder , rape , assault , robbery , burglary , and vehicle theft -- will be brought under control in the years ahead by a combination of technology and proactive community policing .","But/CC before/IN discussing/VBG the/DT infohighway/JJ crimes/NNS we/PRP can/MD expect/VB to/TO see/VB in/IN the/DT years/NNS ahead/RB ,/, let/VB 's/POS look/VBP at/IN the/DT good/JJ news/NN :/: The/DT most-dreaded/JJ types/NNS of/IN offenses/NNS --/: crimes/NNS such/JJ as/IN murder/NN ,/, rape/NN ,/, assault/NN ,/, robbery/NN ,/, burglary/NN ,/, and/CC vehicle/NN theft/NN --/: will/MD be/VB brought/VBN under/IN control/NN in/IN the/DT years/NNS ahead/RB by/IN a/DT combination/NN of/IN technology/NN and/CC proactive/JJ community/NN policing/NNS ./."," cc(look-19, But-1) mark(discussing-3, before-2) advcl(look-19, discussing-3) det(crimes-6, the-4) amod(crimes-6, infohighway-5) dobj(discussing-3, crimes-6) nsubj(expect-9, we-7) nsubj(see-11, we-7) aux(expect-9, can-8) acl:relcl(crimes-6, expect-9) mark(see-11, to-10) xcomp(expect-9, see-11) case(years-14, in-12) det(years-14, the-13) nmod:in(see-11, years-14) advmod(see-11, ahead-15) dep('s-18, let-17) nsubj(look-19, 's-18) root(ROOT-0, look-19) case(news-23, at-20) det(news-23, the-21) amod(news-23, good-22) nmod:at(look-19, news-23) det(types-27, The-25) amod(types-27, most-dreaded-26) nsubjpass(brought-50, types-27) case(offenses-29, of-28) nmod:of(types-27, offenses-29) dep(offenses-29, crimes-31) case(burglary-42, such-32) mwe(such-32, as-33) compound(burglary-42, murder-34) dep(burglary-42, rape-36) dep(burglary-42, assault-38) dep(burglary-42, robbery-40) nmod:such_as(crimes-31, burglary-42) cc(burglary-42, and-44) compound(theft-46, vehicle-45) nmod:such_as(crimes-31, theft-46) conj:and(burglary-42, theft-46) aux(brought-50, will-48) auxpass(brought-50, be-49) parataxis(look-19, brought-50) case(control-52, under-51) nmod:under(brought-50, control-52) case(years-55, in-53) det(years-55, the-54) nmod:in(control-52, years-55) advmod(combination-59, ahead-56) case(combination-59, by-57) det(combination-59, a-58) nmod:by(brought-50, combination-59) case(policing-65, of-60) compound(policing-65, technology-61) cc(technology-61, and-62) conj:and(technology-61, proactive-63) compound(policing-65, proactive-63) compound(policing-65, community-64) nmod:of(combination-59, policing-65)  ",robbery,40,"dep(burglary-42, robbery-40) ",", rape , assault , robbery , burglary , and vehicle",NN,[],,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Arrested for robbery and sentenced in 1982 to fourteen years in a Siberian prison , the AP article explained , Ivankov had built a personal power base there and become a vory v zakone ( thief in law ) , "" an obscure old Russian term for a ceremonially installed criminal leader who decided disputes and divided spoils according to the thieves ' "" law . ""","Arrested/VBN for/IN robbery/NN and/CC sentenced/VBN in/IN 1982/CD to/TO fourteen/CD years/NNS in/IN a/DT Siberian/NNP prison/NN ,/, the/DT AP/NNP article/NN explained/VBD ,/, Ivankov/NNP had/VBD built/VBN a/DT personal/JJ power/NN base/NN there/RB and/CC become/VBN a/DT vory/RB v/JJ zakone/NN -LRB-/-LRB- thief/NN in/IN law/NN -RRB-/-RRB- ,/, ''/'' an/DT obscure/JJ old/JJ Russian/JJ term/NN for/IN a/DT ceremonially/RB installed/VBN criminal/JJ leader/NN who/WP decided/VBD disputes/NNS and/CC divided/VBN spoils/NNS according/VBG to/TO the/DT thieves/NNS '/POS ''/'' law/NN ./. ''/''"," advcl(explained-19, Arrested-1) case(robbery-3, for-2) nmod:for(Arrested-1, robbery-3) cc(Arrested-1, and-4) conj:and(Arrested-1, sentenced-5) advcl(explained-19, sentenced-5) case(1982-7, in-6) nmod:in(sentenced-5, 1982-7) case(years-10, to-8) nummod(years-10, fourteen-9) nmod:to(sentenced-5, years-10) case(prison-14, in-11) det(prison-14, a-12) compound(prison-14, Siberian-13) nmod:in(years-10, prison-14) det(article-18, the-16) compound(article-18, AP-17) nsubj(explained-19, article-18) ccomp(built-23, explained-19) nsubj(built-23, Ivankov-21) nsubj(become-30, Ivankov-21) aux(built-23, had-22) root(ROOT-0, built-23) det(base-27, a-24) amod(base-27, personal-25) compound(base-27, power-26) dobj(built-23, base-27) advmod(built-23, there-28) cc(built-23, and-29) conj:and(built-23, become-30) det(zakone-34, a-31) advmod(v-33, vory-32) amod(zakone-34, v-33) xcomp(become-30, zakone-34) dep(zakone-34, thief-36) case(law-38, in-37) nmod:in(thief-36, law-38) det(term-46, an-42) amod(term-46, obscure-43) amod(term-46, old-44) amod(term-46, Russian-45) xcomp(become-30, term-46) case(leader-52, for-47) det(leader-52, a-48) advmod(installed-50, ceremonially-49) amod(leader-52, installed-50) amod(leader-52, criminal-51) nmod:for(term-46, leader-52) nsubj(decided-54, leader-52) ref(leader-52, who-53) acl:relcl(leader-52, decided-54) dobj(decided-54, disputes-55) cc(disputes-55, and-56) amod(spoils-58, divided-57) dobj(decided-54, spoils-58) conj:and(disputes-55, spoils-58) case(law-65, according-59) mwe(according-59, to-60) det(law-65, the-61) nmod:poss(law-65, thieves-62) case(thieves-62, '-63) nmod:according_to(built-23, law-65)  ",robbery,3,"case(robbery-3, for-2) nmod:for(Arrested-1, robbery-3) ",Arrested for robbery and sentenced in 1982 to,NN,[],,,,,,,,,"[('for', 'Arrested')]",['for'],['Arrested'],[],[],[],[],[],[],[],[],[],[],['for'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"There was the occasional robbery and auto theft , of course , but .","There/EX was/VBD the/DT occasional/JJ robbery/NN and/CC auto/NN theft/NN ,/, of/IN course/NN ,/, but/CC ./."," expl(was-2, There-1) root(ROOT-0, was-2) det(robbery-5, the-3) amod(robbery-5, occasional-4) nsubj(was-2, robbery-5) cc(robbery-5, and-6) compound(theft-8, auto-7) nsubj(was-2, theft-8) conj:and(robbery-5, theft-8) case(course-11, of-10) nmod:of(robbery-5, course-11) advmod(was-2, but-13)  ",robbery,5,"det(robbery-5, the-3) amod(robbery-5, occasional-4) cc(robbery-5, and-6) conj:and(robbery-5, theft-8) nmod:of(robbery-5, course-11) nsubj(was-2, robbery-5) ","There was the occasional robbery and auto theft , of",NN,[],was,VBD,subject,was,be,,,[],"[('of', 'course')]",['of'],[],['course'],['the'],"[('and', 'theft')]",['and'],['theft'],[],['occasional'],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
"In some cases , it may be degenerating into simple "" robbery with an environmental badge . ""","In/IN some/DT cases/NNS ,/, it/PRP may/MD be/VB degenerating/VBG into/IN simple/NN ''/'' robbery/NN with/IN an/DT environmental/JJ badge/NN ./. ''/''"," case(cases-3, In-1) det(cases-3, some-2) nmod:in(degenerating-8, cases-3) nsubj(degenerating-8, it-5) aux(degenerating-8, may-6) aux(degenerating-8, be-7) root(ROOT-0, degenerating-8) case(robbery-12, into-9) compound(robbery-12, simple-10) nmod:into(degenerating-8, robbery-12) case(badge-16, with-13) det(badge-16, an-14) amod(badge-16, environmental-15) nmod:with(robbery-12, badge-16)  ",robbery,12,"case(robbery-12, into-9) compound(robbery-12, simple-10) nmod:with(robbery-12, badge-16) nmod:into(degenerating-8, robbery-12) ","be degenerating into simple "" robbery with an environmental badge .",NN,[],,,,,,,,,"[('with', 'badge'), ('into', 'degenerating')]","['with', 'into']",['degenerating'],['badge'],[],[],[],[],['simple'],[],[],[],[],['into'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"<p> As if to prove my point , when I got back to the mighty Shoreham Towers , there was a note in all mailboxes saying that the prior night there had been yet another robbery , this time at gunpoint , of a woman walking her dog .","<p>/VB As/IN if/IN to/TO prove/VB my/PRP$ point/NN ,/, when/WRB I/PRP got/VBD back/RB to/TO the/DT mighty/JJ Shoreham/NNP Towers/NNP ,/, there/EX was/VBD a/DT note/NN in/IN all/DT mailboxes/NNS saying/VBG that/IN the/DT prior/JJ night/NN there/RB had/VBD been/VBN yet/RB another/DT robbery/NN ,/, this/DT time/NN at/IN gunpoint/NN ,/, of/IN a/DT woman/NN walking/VBG her/PRP$ dog/NN ./."," root(ROOT-0, <p>-1) mark(prove-5, As-2) mwe(As-2, if-3) mark(prove-5, to-4) advcl(was-20, prove-5) nmod:poss(point-7, my-6) dobj(prove-5, point-7) advmod(got-11, when-9) nsubj(got-11, I-10) advcl(was-20, got-11) advmod(got-11, back-12) case(Towers-17, to-13) det(Towers-17, the-14) amod(Towers-17, mighty-15) compound(Towers-17, Shoreham-16) nmod:to(got-11, Towers-17) expl(was-20, there-19) ccomp(<p>-1, was-20) det(note-22, a-21) nsubj(was-20, note-22) case(mailboxes-25, in-23) det(mailboxes-25, all-24) nmod:in(note-22, mailboxes-25) acl(mailboxes-25, saying-26) mark(walking-46, that-27) det(night-30, the-28) amod(night-30, prior-29) nsubj(walking-46, night-30) advmod(walking-46, there-31) aux(walking-46, had-32) aux(walking-46, been-33) advmod(walking-46, yet-34) det(robbery-36, another-35) nmod:npmod(yet-34, robbery-36) det(time-39, this-38) appos(robbery-36, time-39) case(gunpoint-41, at-40) nmod:at(time-39, gunpoint-41) case(woman-45, of-43) det(woman-45, a-44) nmod:of(robbery-36, woman-45) ccomp(saying-26, walking-46) nmod:poss(dog-48, her-47) dobj(walking-46, dog-48)  ",robbery,36,"det(robbery-36, another-35) appos(robbery-36, time-39) nmod:of(robbery-36, woman-45) nmod:npmod(yet-34, robbery-36) ","there had been yet another robbery , this time at gunpoint",NN,[],,,,,,,,,"[('of', 'woman'), ('npmod', 'yet')]","['of', 'npmod']",['yet'],['woman'],['another'],[],[],[],[],[],[],[],[],[],[],"['modified', 'time']",[],['time'],[],[],,,singular,,[],unknown,unknown
"Though the latest drop is n't huge -- a mere 2 per-cent -- the trend was clear : nationally , crime has decreased 7.7 percent since 1990 , And violent crime -- homicide , aggravated assault , robbery and rape -- is also declining , by 2.2 percent since 1990 .","Though/IN the/DT latest/JJS drop/NN is/VBZ n't/RB huge/JJ --/: a/DT mere/JJ 2/CD per-cent/NN --/: the/DT trend/NN was/VBD clear/JJ :/: nationally/RB ,/, crime/NN has/VBZ decreased/VBN 7.7/CD percent/NN since/IN 1990/CD ,/, And/CC violent/JJ crime/NN --/: homicide/NN ,/, aggravated/JJ assault/NN ,/, robbery/NN and/CC rape/NN --/: is/VBZ also/RB declining/VBG ,/, by/IN 2.2/CD percent/NN since/IN 1990/CD ./."," mark(huge-7, Though-1) det(drop-4, the-2) amod(drop-4, latest-3) nsubj(huge-7, drop-4) cop(huge-7, is-5) neg(huge-7, n't-6) advcl(decreased-23, huge-7) det(per-cent-12, a-9) amod(per-cent-12, mere-10) nmod:tmod(mere-10, 2-11) dep(huge-7, per-cent-12) det(trend-15, the-14) nsubj(clear-17, trend-15) cop(clear-17, was-16) acl:relcl(huge-7, clear-17) advmod(decreased-23, nationally-19) nsubj(decreased-23, crime-21) aux(decreased-23, has-22) root(ROOT-0, decreased-23) nummod(percent-25, 7.7-24) dobj(decreased-23, percent-25) case(1990-27, since-26) nmod:since(percent-25, 1990-27) cc(decreased-23, And-29) amod(crime-31, violent-30) nsubj(declining-44, crime-31) dep(crime-31, homicide-33) amod(assault-36, aggravated-35) appos(homicide-33, assault-36) appos(homicide-33, robbery-38) conj:and(assault-36, robbery-38) cc(assault-36, and-39) appos(homicide-33, rape-40) conj:and(assault-36, rape-40) aux(declining-44, is-42) advmod(declining-44, also-43) conj:and(decreased-23, declining-44) case(percent-48, by-46) nummod(percent-48, 2.2-47) nmod:by(declining-44, percent-48) case(1990-50, since-49) nmod:since(declining-44, 1990-50)  ",robbery,38,"appos(homicide-33, robbery-38) conj:and(assault-36, robbery-38) ","homicide , aggravated assault , robbery and rape -- is also",NN,[],,,,,,,,,[],[],[],[],[],"[('and', 'assault')]",['and'],['assault'],[],[],[],[],[],[],[],"['modifier', 'homicide']",['homicide'],[],[],[],,,singular,,[],unknown,unknown
"Raznatovic , known as Arkan , his nom de guerre , is the original Balkan wise guy , wanted in Europe for bank robbery , murder and a prison break .","Raznatovic/NNP ,/, known/VBN as/IN Arkan/NNP ,/, his/PRP$ nom/NN de/IN guerre/NN ,/, is/VBZ the/DT original/JJ Balkan/JJ wise/JJ guy/NN ,/, wanted/VBD in/IN Europe/NNP for/IN bank/NN robbery/NN ,/, murder/NN and/CC a/DT prison/NN break/NN ./."," nsubj(wanted-19, Raznatovic-1) acl(Raznatovic-1, known-3) mark(guy-17, as-4) nsubj(guy-17, Arkan-5) nmod:poss(guerre-10, his-7) compound(guerre-10, nom-8) amod(guerre-10, de-9) appos(Arkan-5, guerre-10) cop(guy-17, is-12) det(guy-17, the-13) amod(guy-17, original-14) amod(guy-17, Balkan-15) amod(guy-17, wise-16) advcl(known-3, guy-17) root(ROOT-0, wanted-19) case(Europe-21, in-20) nmod:in(wanted-19, Europe-21) case(robbery-24, for-22) compound(robbery-24, bank-23) nmod:for(wanted-19, robbery-24) nmod:for(wanted-19, murder-26) conj:and(robbery-24, murder-26) cc(robbery-24, and-27) det(break-30, a-28) compound(break-30, prison-29) nmod:for(wanted-19, break-30) conj:and(robbery-24, break-30)  ",robbery,24,"case(robbery-24, for-22) compound(robbery-24, bank-23) conj:and(robbery-24, murder-26) cc(robbery-24, and-27) conj:and(robbery-24, break-30) nmod:for(wanted-19, robbery-24) ","wanted in Europe for bank robbery , murder and a prison",NN,[],,,,,,,,,"[('for', 'wanted')]",['for'],['wanted'],[],[],"[('and', 'murder'), ('and', 'break')]","['and', 'and']","['murder', 'break']",['bank'],[],[],[],[],['for'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Immediately after Urdiales ' murder , he had gone on a six- month robbery spree .","Immediately/RB after/IN Urdiales/NNP '/POS murder/NN ,/, he/PRP had/VBD gone/VBN on/IN a/DT six/CD -/JJ month/NN robbery/NN spree/NN ./."," advmod(murder-5, Immediately-1) case(murder-5, after-2) nmod:poss(murder-5, Urdiales-3) case(Urdiales-3, '-4) nmod:after(gone-9, murder-5) nsubj(gone-9, he-7) aux(gone-9, had-8) root(ROOT-0, gone-9) case(spree-16, on-10) det(spree-16, a-11) nummod(spree-16, six-12) amod(spree-16, --13) compound(spree-16, month-14) compound(spree-16, robbery-15) nmod:on(gone-9, spree-16)  ",robbery,15,"compound(spree-16, robbery-15) ",on a six- month robbery spree .,NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['spree'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Since 1993 , when his mother , a Baton Rouge police officer , was killed during an attempted robbery , Dunn has helped his grandmother raise the family , and there would have been scarcely a dissenting voice if he had left school for the certain and substantial money of the NFL .","Since/IN 1993/CD ,/, when/WRB his/PRP$ mother/NN ,/, a/DT Baton/NNP Rouge/NNP police/NN officer/NN ,/, was/VBD killed/VBN during/IN an/DT attempted/VBN robbery/NN ,/, Dunn/NNP has/VBZ helped/VBN his/PRP$ grandmother/NN raise/VB the/DT family/NN ,/, and/CC there/EX would/MD have/VB been/VBN scarcely/RB a/DT dissenting/JJ voice/NN if/IN he/PRP had/VBD left/VBN school/NN for/IN the/DT certain/JJ and/CC substantial/JJ money/NN of/IN the/DT NFL/NNP ./."," case(1993-2, Since-1) nmod:since(helped-23, 1993-2) advmod(killed-15, when-4) nmod:poss(mother-6, his-5) nsubjpass(killed-15, mother-6) det(officer-12, a-8) compound(officer-12, Baton-9) compound(officer-12, Rouge-10) compound(officer-12, police-11) appos(mother-6, officer-12) auxpass(killed-15, was-14) advcl(helped-23, killed-15) case(robbery-19, during-16) det(robbery-19, an-17) amod(robbery-19, attempted-18) nmod:during(killed-15, robbery-19) nsubj(helped-23, Dunn-21) aux(helped-23, has-22) root(ROOT-0, helped-23) nmod:poss(grandmother-25, his-24) nsubj(raise-26, grandmother-25) ccomp(helped-23, raise-26) det(family-28, the-27) dobj(raise-26, family-28) cc(helped-23, and-30) expl(voice-38, there-31) aux(voice-38, would-32) aux(voice-38, have-33) aux(voice-38, been-34) advmod(voice-38, scarcely-35) det(voice-38, a-36) amod(voice-38, dissenting-37) conj:and(helped-23, voice-38) mark(left-42, if-39) nsubj(left-42, he-40) aux(left-42, had-41) advcl(voice-38, left-42) dobj(left-42, school-43) case(money-49, for-44) det(money-49, the-45) amod(money-49, certain-46) cc(certain-46, and-47) conj:and(certain-46, substantial-48) amod(money-49, substantial-48) nmod:for(left-42, money-49) case(NFL-52, of-50) det(NFL-52, the-51) nmod:of(money-49, NFL-52)  ",robbery,19,"case(robbery-19, during-16) det(robbery-19, an-17) amod(robbery-19, attempted-18) nmod:during(killed-15, robbery-19) ","was killed during an attempted robbery , Dunn has helped his",NN,[],,,,,,,,,"[('during', 'killed')]",['during'],['killed'],[],['an'],[],[],[],[],['attempted'],[],[],[],['during'],[],[],[],[],[],[],an,unit,singular,,['A+N'],countable,unknown
"Photograph Joyce Ann Brown , condemned to life term for robbery and murder ; released in 9 years .","Photograph/NNP Joyce/NNP Ann/NNP Brown/NNP ,/, condemned/VBD to/TO life/NN term/NN for/IN robbery/NN and/CC murder/NN ;/: released/VBN in/IN 9/CD years/NNS ./."," compound(Brown-4, Photograph-1) compound(Brown-4, Joyce-2) compound(Brown-4, Ann-3) nsubj(released-15, Brown-4) acl(Brown-4, condemned-6) case(term-9, to-7) compound(term-9, life-8) nmod:to(condemned-6, term-9) case(robbery-11, for-10) nmod:for(condemned-6, robbery-11) cc(robbery-11, and-12) nmod:for(condemned-6, murder-13) conj:and(robbery-11, murder-13) root(ROOT-0, released-15) case(years-18, in-16) nummod(years-18, 9-17) nmod:in(released-15, years-18)  ",robbery,11,"case(robbery-11, for-10) cc(robbery-11, and-12) conj:and(robbery-11, murder-13) nmod:for(condemned-6, robbery-11) ",condemned to life term for robbery and murder ; released in,NN,[],,,,,,,,,"[('for', 'condemned')]",['for'],['condemned'],[],[],"[('and', 'murder')]",['and'],['murder'],[],[],[],[],[],['for'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"And that was enough to put Brown in a police lineup , where the badly beaten woman who 'd survived the fur-shop robbery identified her as the accomplice to the woman who had killed the store owner .","And/CC that/DT was/VBD enough/JJ to/TO put/VB Brown/NNP in/IN a/DT police/NN lineup/NN ,/, where/WRB the/DT badly/RB beaten/JJ woman/NN who/WP 'd/VBD survived/VBN the/DT fur-shop/JJ robbery/NN identified/VBD her/PRP as/IN the/DT accomplice/NN to/TO the/DT woman/NN who/WP had/VBD killed/VBN the/DT store/NN owner/NN ./."," cc(enough-4, And-1) nsubj(enough-4, that-2) nsubj(put-6, that-2) cop(enough-4, was-3) root(ROOT-0, enough-4) mark(put-6, to-5) xcomp(enough-4, put-6) dobj(put-6, Brown-7) case(lineup-11, in-8) det(lineup-11, a-9) compound(lineup-11, police-10) nmod:in(Brown-7, lineup-11) nsubj(survived-20, lineup-11) advmod(identified-24, where-13) det(woman-17, the-14) advmod(beaten-16, badly-15) amod(woman-17, beaten-16) nsubj(survived-20, woman-17) nsubj(identified-24, woman-17) ref(lineup-11, who-18) ref(woman-17, who-18) aux(survived-20, 'd-19) acl:relcl(woman-17, survived-20) det(robbery-23, the-21) amod(robbery-23, fur-shop-22) dobj(survived-20, robbery-23) acl:relcl(lineup-11, identified-24) dobj(identified-24, her-25) case(accomplice-28, as-26) det(accomplice-28, the-27) nmod:as(identified-24, accomplice-28) case(woman-31, to-29) det(woman-31, the-30) nmod:to(identified-24, woman-31) nsubj(killed-34, woman-31) ref(woman-31, who-32) aux(killed-34, had-33) acl:relcl(woman-31, killed-34) det(owner-37, the-35) compound(owner-37, store-36) dobj(killed-34, owner-37)  ",robbery,23,"det(robbery-23, the-21) amod(robbery-23, fur-shop-22) dobj(survived-20, robbery-23) ",who 'd survived the fur-shop robbery identified her as the accomplice,NN,[],survived,VBN,object,,,survived,survive,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
The woman beaten in the robbery ad ' d been mistaken in her identification .,The/DT woman/NN beaten/VBN in/IN the/DT robbery/NN ad/NN '/POS d/NN been/VBN mistaken/VBN in/IN her/PRP$ identification/NN ./.," det(woman-2, The-1) nsubj(beaten-3, woman-2) root(ROOT-0, beaten-3) case(d-9, in-4) det(ad-7, the-5) compound(ad-7, robbery-6) nmod:poss(d-9, ad-7) case(ad-7, '-8) nmod:in(beaten-3, d-9) auxpass(mistaken-11, been-10) acl(d-9, mistaken-11) case(identification-14, in-12) nmod:poss(identification-14, her-13) nmod:in(mistaken-11, identification-14)  ",robbery,6,"compound(ad-7, robbery-6) ",The woman beaten in the robbery ad ' d been mistaken,NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['ad'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Caring for these children for weeks , months and years at a time helped in his own recovery from a gunshot wound to the face suffered during a robbery . ""","Caring/VBG for/IN these/DT children/NNS for/IN weeks/NNS ,/, months/NNS and/CC years/NNS at/IN a/DT time/NN helped/VBN in/IN his/PRP$ own/JJ recovery/NN from/IN a/DT gunshot/NN wound/VBD to/TO the/DT face/NN suffered/VBN during/IN a/DT robbery/NN ./. ''/''"," csubj(wound-22, Caring-1) case(children-4, for-2) det(children-4, these-3) nmod:for(Caring-1, children-4) case(weeks-6, for-5) nmod:for(children-4, weeks-6) nmod:for(children-4, months-8) conj:and(weeks-6, months-8) cc(weeks-6, and-9) nmod:for(children-4, years-10) conj:and(weeks-6, years-10) case(time-13, at-11) det(time-13, a-12) nmod:at(Caring-1, time-13) acl(time-13, helped-14) case(recovery-18, in-15) nmod:poss(recovery-18, his-16) amod(recovery-18, own-17) nmod:in(helped-14, recovery-18) case(gunshot-21, from-19) det(gunshot-21, a-20) nmod:from(helped-14, gunshot-21) root(ROOT-0, wound-22) case(face-25, to-23) det(face-25, the-24) nmod:to(wound-22, face-25) acl(face-25, suffered-26) case(robbery-29, during-27) det(robbery-29, a-28) nmod:during(suffered-26, robbery-29)  ",robbery,29,"case(robbery-29, during-27) det(robbery-29, a-28) nmod:during(suffered-26, robbery-29) ","the face suffered during a robbery . """,NN,[],,,,,,,,,"[('during', 'suffered')]",['during'],['suffered'],[],['a'],[],[],[],[],[],[],[],[],['during'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
