sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
Boarded houses which for years had been a magnet for crime and environmental health abuses were either torn down or rehabilitated .,Boarded/JJ houses/NNS which/WDT for/IN years/NNS had/VBD been/VBN a/DT magnet/NN for/IN crime/NN and/CC environmental/JJ health/NN abuses/NNS were/VBD either/RB torn/VBN down/RP or/CC rehabilitated/VBN ./.," amod(houses-2, Boarded-1) nsubj(magnet-9, houses-2) nsubjpass(torn-18, houses-2) nsubjpass(rehabilitated-21, houses-2) ref(houses-2, which-3) case(years-5, for-4) nmod:for(magnet-9, years-5) aux(magnet-9, had-6) cop(magnet-9, been-7) det(magnet-9, a-8) acl:relcl(houses-2, magnet-9) case(abuses-15, for-10) compound(abuses-15, crime-11) cc(crime-11, and-12) conj:and(crime-11, environmental-13) compound(abuses-15, environmental-13) compound(abuses-15, health-14) nmod:for(magnet-9, abuses-15) auxpass(torn-18, were-16) advmod(torn-18, either-17) root(ROOT-0, torn-18) compound:prt(torn-18, down-19) cc(torn-18, or-20) conj:or(torn-18, rehabilitated-21)  ",crime,11,"cc(crime-11, and-12) conj:and(crime-11, environmental-13) compound(abuses-15, crime-11) ",had been a magnet for crime and environmental health abuses were,NN,[],,,,,,,,,[],[],[],[],[],"[('and', 'environmental')]",['and'],['environmental'],['abuses'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Drug houses were shut down , and crime in general was brought to its lowest rate in years .","Drug/NNP houses/NNS were/VBD shut/VBN down/RP ,/, and/CC crime/NN in/IN general/NN was/VBD brought/VBN to/TO its/PRP$ lowest/JJS rate/NN in/IN years/NNS ./."," compound(houses-2, Drug-1) nsubjpass(shut-4, houses-2) auxpass(shut-4, were-3) root(ROOT-0, shut-4) compound:prt(shut-4, down-5) cc(shut-4, and-7) nsubjpass(brought-12, crime-8) case(general-10, in-9) nmod:in(crime-8, general-10) auxpass(brought-12, was-11) conj:and(shut-4, brought-12) case(rate-16, to-13) nmod:poss(rate-16, its-14) amod(rate-16, lowest-15) nmod:to(brought-12, rate-16) case(years-18, in-17) nmod:in(rate-16, years-18)  ",crime,8,"nmod:in(crime-8, general-10) nsubjpass(brought-12, crime-8) ","were shut down , and crime in general was brought to",NN,[],brought,VBN,subject,brought,bring,,,[],"[('in', 'general')]",['in'],[],['general'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"Increases in crime rates , high unemployment , and lots of abandoned or possibly contaminated lands have all contributed to an inability to attract new business dollars .","Increases/NNS in/IN crime/NN rates/NNS ,/, high/JJ unemployment/NN ,/, and/CC lots/NNS of/IN abandoned/VBN or/CC possibly/RB contaminated/VBN lands/NNS have/VBP all/RB contributed/VBN to/TO an/DT inability/NN to/TO attract/VB new/JJ business/NN dollars/NNS ./."," nsubj(contributed-19, Increases-1) nsubj(attract-24, Increases-1) case(rates-4, in-2) compound(rates-4, crime-3) nmod:in(Increases-1, rates-4) amod(unemployment-7, high-6) nmod:in(Increases-1, unemployment-7) conj:and(rates-4, unemployment-7) cc(rates-4, and-9) nmod:in(Increases-1, lots-10) conj:and(rates-4, lots-10) case(lands-16, of-11) amod(lands-16, abandoned-12) cc(abandoned-12, or-13) advmod(contaminated-15, possibly-14) conj:or(abandoned-12, contaminated-15) amod(lands-16, contaminated-15) nmod:of(Increases-1, lands-16) aux(contributed-19, have-17) advmod(contributed-19, all-18) root(ROOT-0, contributed-19) case(inability-22, to-20) det(inability-22, an-21) nmod:to(contributed-19, inability-22) mark(attract-24, to-23) xcomp(contributed-19, attract-24) amod(dollars-27, new-25) compound(dollars-27, business-26) dobj(attract-24, dollars-27)  ",crime,3,"compound(rates-4, crime-3) ","Increases in crime rates , high unemployment ,",NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['rates'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"<p> Juvenile court data were used to establish the frequency of delinquent episodes reported by the police for the community , and the incidence of juvenile crime was calculated for the neighborhoods serving each of the 43 elementary schools within the three school districts .","<p>/NNP Juvenile/NNP court/NN data/NNS were/VBD used/VBN to/TO establish/VB the/DT frequency/NN of/IN delinquent/JJ episodes/NNS reported/VBN by/IN the/DT police/NN for/IN the/DT community/NN ,/, and/CC the/DT incidence/NN of/IN juvenile/JJ crime/NN was/VBD calculated/VBN for/IN the/DT neighborhoods/NNS serving/VBG each/DT of/IN the/DT 43/CD elementary/JJ schools/NNS within/IN the/DT three/CD school/NN districts/NNS ./."," compound(data-4, <p>-1) compound(data-4, Juvenile-2) compound(data-4, court-3) nsubjpass(used-6, data-4) nsubj(establish-8, data-4) auxpass(used-6, were-5) root(ROOT-0, used-6) mark(establish-8, to-7) xcomp(used-6, establish-8) det(frequency-10, the-9) dobj(establish-8, frequency-10) case(episodes-13, of-11) amod(episodes-13, delinquent-12) nmod:of(frequency-10, episodes-13) acl(episodes-13, reported-14) case(police-17, by-15) det(police-17, the-16) nmod:by(reported-14, police-17) case(community-20, for-18) det(community-20, the-19) nmod:for(police-17, community-20) cc(used-6, and-22) det(incidence-24, the-23) nsubjpass(calculated-29, incidence-24) case(crime-27, of-25) amod(crime-27, juvenile-26) nmod:of(incidence-24, crime-27) auxpass(calculated-29, was-28) conj:and(used-6, calculated-29) case(neighborhoods-32, for-30) det(neighborhoods-32, the-31) nmod:for(calculated-29, neighborhoods-32) acl(neighborhoods-32, serving-33) dobj(serving-33, each-34) case(schools-39, of-35) det(schools-39, the-36) nummod(schools-39, 43-37) amod(schools-39, elementary-38) nmod:of(each-34, schools-39) case(districts-44, within-40) det(districts-44, the-41) nummod(districts-44, three-42) compound(districts-44, school-43) nmod:within(serving-33, districts-44)  ",crime,27,"case(crime-27, of-25) amod(crime-27, juvenile-26) nmod:of(incidence-24, crime-27) ",and the incidence of juvenile crime was calculated for the neighborhoods,NN,[],,,,,,,,,"[('of', 'incidence')]",['of'],['incidence'],[],[],[],[],[],[],['juvenile'],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
The 15 schools located in the areas with the highest incidence of crime were chosen as target schools for recruitment into the Patterson OYS study .,The/DT 15/CD schools/NNS located/VBN in/IN the/DT areas/NNS with/IN the/DT highest/JJS incidence/NN of/IN crime/NN were/VBD chosen/VBN as/IN target/NN schools/NNS for/IN recruitment/NN into/IN the/DT Patterson/NNP OYS/NNP study/NN ./.," det(schools-3, The-1) nummod(schools-3, 15-2) nsubjpass(chosen-15, schools-3) acl(schools-3, located-4) case(areas-7, in-5) det(areas-7, the-6) nmod:in(located-4, areas-7) case(incidence-11, with-8) det(incidence-11, the-9) amod(incidence-11, highest-10) nmod:with(located-4, incidence-11) case(crime-13, of-12) nmod:of(incidence-11, crime-13) auxpass(chosen-15, were-14) root(ROOT-0, chosen-15) case(schools-18, as-16) compound(schools-18, target-17) nmod:as(chosen-15, schools-18) case(recruitment-20, for-19) nmod:for(schools-18, recruitment-20) case(study-25, into-21) det(study-25, the-22) compound(study-25, Patterson-23) compound(study-25, OYS-24) nmod:into(chosen-15, study-25)  ",crime,13,"case(crime-13, of-12) nmod:of(incidence-11, crime-13) ",with the highest incidence of crime were chosen as target schools,NN,[],,,,,,,,,"[('of', 'incidence')]",['of'],['incidence'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
", petty crime ) and at-risk behaviors ( e.g.",",/, petty/JJ crime/NNP -RRB-/-RRB- and/NNP at-risk/RB behaviors/VBZ -LRB-/-LRB- e.g./NNP"," amod(and-5, petty-2) compound(and-5, crime-3) nsubj(behaviors-7, and-5) advmod(behaviors-7, at-risk-6) root(ROOT-0, behaviors-7) dobj(behaviors-7, e.g.-9)  ",crime,3,"compound(and-5, crime-3) ",", petty crime ) and at-risk behaviors (",NNP,[],behaviors,VBZ,subject,behaviors,behaviors,,,[],[],[],[],[],[],[],[],[],['and'],[],[],[],[],[],[],[],[],[],[],[],,,singular,singular,[],countable,unknown
"<p> Greenwood , Model , Rydell , and Chiesa ( 1996 ) analyzed the cost-effectiveness of different strategies in diverting at-risk youth from a life of crime .","<p>/NNP Greenwood/NNP ,/, Model/NNP ,/, Rydell/NNP ,/, and/CC Chiesa/NNP -LRB-/-LRB- 1996/CD -RRB-/-RRB- analyzed/VBD the/DT cost-effectiveness/NNS of/IN different/JJ strategies/NNS in/IN diverting/VBG at-risk/JJ youth/NN from/IN a/DT life/NN of/IN crime/NN ./."," compound(Greenwood-2, <p>-1) nsubj(analyzed-13, Greenwood-2) conj:and(Greenwood-2, Model-4) nsubj(analyzed-13, Model-4) conj:and(Greenwood-2, Rydell-6) nsubj(analyzed-13, Rydell-6) cc(Greenwood-2, and-8) conj:and(Greenwood-2, Chiesa-9) nsubj(analyzed-13, Chiesa-9) appos(Greenwood-2, 1996-11) root(ROOT-0, analyzed-13) det(cost-effectiveness-15, the-14) dobj(analyzed-13, cost-effectiveness-15) case(strategies-18, of-16) amod(strategies-18, different-17) nmod:of(cost-effectiveness-15, strategies-18) mark(diverting-20, in-19) advcl(analyzed-13, diverting-20) amod(youth-22, at-risk-21) dobj(diverting-20, youth-22) case(life-25, from-23) det(life-25, a-24) nmod:from(diverting-20, life-25) case(crime-27, of-26) nmod:of(life-25, crime-27)  ",crime,27,"case(crime-27, of-26) nmod:of(life-25, crime-27) ",youth from a life of crime .,NN,[],,,,,,,,,"[('of', 'life')]",['of'],['life'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Their comparisons of ( a ) home visits and daycare , ( b ) parent training , ( c ) graduation incentives , ( d ) delinquent supervision , and ( e ) incarceration indicated that providing graduation incentives is clearly the most cost-effective in terms of preventing the commission of serious crimes by these youth .","Their/PRP$ comparisons/NNS of/IN -LRB-/-LRB- a/SYM -RRB-/-RRB- home/NN visits/NNS and/CC daycare/NN ,/, -LRB-/-LRB- b/SYM -RRB-/-RRB- parent/NN training/NN ,/, -LRB-/-LRB- c/SYM -RRB-/-RRB- graduation/NN incentives/NNS ,/, -LRB-/-LRB- d/LS -RRB-/-RRB- delinquent/VBN supervision/NN ,/, and/CC -LRB-/-LRB- e/LS -RRB-/-RRB- incarceration/NN indicated/VBD that/IN providing/VBG graduation/NN incentives/NNS is/VBZ clearly/RB the/DT most/RBS cost-effective/JJ in/IN terms/NNS of/IN preventing/VBG the/DT commission/NN of/IN serious/JJ crimes/NNS by/IN these/DT youth/NN ./."," nmod:poss(comparisons-2, Their-1) root(ROOT-0, comparisons-2) case(visits-8, of-3) dep(visits-8, a-5) compound(visits-8, home-7) nmod:of(comparisons-2, visits-8) cc(comparisons-2, and-9) conj:and(comparisons-2, daycare-10) dep(daycare-10, b-13) compound(training-16, parent-15) dep(daycare-10, training-16) dep(training-16, c-19) compound(incentives-22, graduation-21) dep(training-16, incentives-22) dep(supervision-28, d-25) amod(supervision-28, delinquent-27) appos(incentives-22, supervision-28) cc(comparisons-2, and-30) dep(indicated-35, e-32) nsubj(indicated-35, incarceration-34) conj:and(comparisons-2, indicated-35) mark(cost-effective-44, that-36) csubj(cost-effective-44, providing-37) compound(incentives-39, graduation-38) dobj(providing-37, incentives-39) cop(cost-effective-44, is-40) advmod(cost-effective-44, clearly-41) det(cost-effective-44, the-42) advmod(cost-effective-44, most-43) ccomp(indicated-35, cost-effective-44) case(terms-46, in-45) nmod:in(cost-effective-44, terms-46) mark(preventing-48, of-47) acl(terms-46, preventing-48) det(commission-50, the-49) dobj(preventing-48, commission-50) case(crimes-53, of-51) amod(crimes-53, serious-52) nmod:of(commission-50, crimes-53) case(youth-56, by-54) det(youth-56, these-55) nmod:by(preventing-48, youth-56)  ",crimes,53,"case(crimes-53, of-51) amod(crimes-53, serious-52) nmod:of(commission-50, crimes-53) ",preventing the commission of serious crimes by these youth .,NNS,[],,,,,,,,,"[('of', 'commission')]",['of'],['commission'],[],[],[],[],[],[],['serious'],[],[],[],['of'],[],[],[],[],[],[],,,plural,,[],countable,unknown
"<p> Although the rate of arrests for adults is lower than it was 20 years ago , violent crimes committed by youth have significantly increased ( Elam , Rose , &; Gallup , 1994 ; Lowry , Sleet , Duncan , Powell , &; Kolbe , 1995 ; Sautter , 1995 ) .","<p>/RB Although/IN the/DT rate/NN of/IN arrests/NNS for/IN adults/NNS is/VBZ lower/JJR than/IN it/PRP was/VBD 20/CD years/NNS ago/RB ,/, violent/JJ crimes/NNS committed/VBN by/IN youth/NN have/VBP significantly/RB increased/VBN -LRB-/-LRB- Elam/NNP ,/, Rose/NNP ,/, &/SYM ;/: Gallup/NNP ,/, 1994/CD ;/: Lowry/NNP ,/, Sleet/NNP ,/, Duncan/NNP ,/, Powell/NNP ,/, &/SYM ;/: Kolbe/NNP ,/, 1995/CD ;/: Sautter/NNP ,/, 1995/CD -RRB-/-RRB- ./."," advmod(lower-10, <p>-1) mark(lower-10, Although-2) det(rate-4, the-3) nsubj(lower-10, rate-4) case(arrests-6, of-5) nmod:of(rate-4, arrests-6) case(adults-8, for-7) nmod:for(arrests-6, adults-8) cop(lower-10, is-9) advcl(increased-25, lower-10) mark(was-13, than-11) nsubj(was-13, it-12) advcl(lower-10, was-13) nummod(years-15, 20-14) nmod:npmod(ago-16, years-15) advmod(was-13, ago-16) amod(crimes-19, violent-18) nsubj(increased-25, crimes-19) acl(crimes-19, committed-20) case(youth-22, by-21) nmod:by(committed-20, youth-22) aux(increased-25, have-23) advmod(increased-25, significantly-24) root(ROOT-0, increased-25) dep(increased-25, Elam-27) appos(Elam-27, Rose-29) appos(Rose-29, &-31) dep(Rose-29, Gallup-33) amod(Gallup-33, 1994-35) compound(Powell-43, Lowry-37) appos(Powell-43, Sleet-39) appos(Powell-43, Duncan-41) dep(Rose-29, Powell-43) dep(Powell-43, &-45) dep(Rose-29, Kolbe-47) amod(Kolbe-47, 1995-49) dep(Rose-29, Sautter-51) amod(Sautter-51, 1995-53)  ",crimes,19,"amod(crimes-19, violent-18) acl(crimes-19, committed-20) nsubj(increased-25, crimes-19) ","20 years ago , violent crimes committed by youth have significantly",NNS,[],increased,VBN,subject,increased,increase,,,[],[],[],[],[],[],[],[],[],[],['violent'],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"It is tempting to speculate that the higher perception of risk held by females is somehow related to their having fewer automobile accidents , fewer arrests on drug charges , and fewer arrests for violent crimes than males ( Hoffman , 1992 ; Johnson , 1988 ) .","It/PRP is/VBZ tempting/JJ to/TO speculate/VB that/IN the/DT higher/JJR perception/NN of/IN risk/NN held/VBN by/IN females/NNS is/VBZ somehow/RB related/VBN to/TO their/PRP$ having/VBG fewer/JJR automobile/NN accidents/NNS ,/, fewer/JJR arrests/NNS on/IN drug/NN charges/NNS ,/, and/CC fewer/JJR arrests/NNS for/IN violent/JJ crimes/NNS than/IN males/NNS -LRB-/-LRB- Hoffman/NNP ,/, 1992/CD ;/: Johnson/NNP ,/, 1988/CD -RRB-/-RRB- ./."," nsubj(tempting-3, It-1) nsubj(speculate-5, It-1) cop(tempting-3, is-2) root(ROOT-0, tempting-3) mark(speculate-5, to-4) xcomp(tempting-3, speculate-5) mark(related-17, that-6) det(perception-9, the-7) amod(perception-9, higher-8) nsubjpass(related-17, perception-9) case(risk-11, of-10) nmod:of(perception-9, risk-11) acl(risk-11, held-12) case(females-14, by-13) nmod:by(held-12, females-14) auxpass(related-17, is-15) advmod(related-17, somehow-16) ccomp(speculate-5, related-17) mark(having-20, to-18) nsubj(having-20, their-19) advcl(related-17, having-20) amod(accidents-23, fewer-21) compound(accidents-23, automobile-22) dobj(having-20, accidents-23) amod(arrests-26, fewer-25) dobj(having-20, arrests-26) conj:and(accidents-23, arrests-26) case(charges-29, on-27) compound(charges-29, drug-28) nmod:on(arrests-26, charges-29) cc(accidents-23, and-31) amod(arrests-33, fewer-32) dobj(having-20, arrests-33) conj:and(accidents-23, arrests-33) case(crimes-36, for-34) amod(crimes-36, violent-35) nmod:for(arrests-33, crimes-36) case(males-38, than-37) nmod:than(having-20, males-38) dep(males-38, Hoffman-40) appos(Hoffman-40, 1992-42) dep(1992-42, Johnson-44) amod(Hoffman-40, 1988-46)  ",crimes,36,"case(crimes-36, for-34) amod(crimes-36, violent-35) nmod:for(arrests-33, crimes-36) ","and fewer arrests for violent crimes than males ( Hoffman ,",NNS,[],,,,,,,,,"[('for', 'arrests')]",['for'],['arrests'],[],[],[],[],[],[],['violent'],[],[],[],['for'],[],[],[],[],[],[],,,plural,,[],countable,unknown
"For example , a student may ask questions about crime , environment , and disease without expressing which is a greater concern .","For/IN example/NN ,/, a/DT student/NN may/MD ask/VB questions/NNS about/IN crime/NN ,/, environment/NN ,/, and/CC disease/NN without/IN expressing/VBG which/WDT is/VBZ a/DT greater/JJR concern/NN ./."," case(example-2, For-1) nmod:for(ask-7, example-2) det(student-5, a-4) nsubj(ask-7, student-5) aux(ask-7, may-6) root(ROOT-0, ask-7) dobj(ask-7, questions-8) case(crime-10, about-9) nmod:about(ask-7, crime-10) nmod:about(ask-7, environment-12) conj:and(crime-10, environment-12) cc(crime-10, and-14) nmod:about(ask-7, disease-15) conj:and(crime-10, disease-15) mark(expressing-17, without-16) acl(crime-10, expressing-17) nsubj(concern-22, which-18) cop(concern-22, is-19) det(concern-22, a-20) amod(concern-22, greater-21) ccomp(expressing-17, concern-22)  ",crime,10,"case(crime-10, about-9) conj:and(crime-10, environment-12) cc(crime-10, and-14) conj:and(crime-10, disease-15) acl(crime-10, expressing-17) nmod:about(ask-7, crime-10) ","student may ask questions about crime , environment , and disease",NN,[],,,,,,,,,"[('about', 'ask')]",['about'],['ask'],[],[],"[('and', 'environment'), ('and', 'disease')]","['and', 'and']","['environment', 'disease']",[],[],[],[],[],['about'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Other concerns were increasing crime , decreasing morals , overpopulation , famine , and disease .","Other/JJ concerns/NNS were/VBD increasing/VBG crime/NN ,/, decreasing/VBG morals/NNS ,/, overpopulation/NN ,/, famine/NN ,/, and/CC disease/NN ./."," amod(concerns-2, Other-1) nsubj(increasing-4, concerns-2) aux(increasing-4, were-3) root(ROOT-0, increasing-4) dobj(increasing-4, crime-5) amod(morals-8, decreasing-7) appos(crime-5, morals-8) appos(morals-8, overpopulation-10) appos(morals-8, famine-12) conj:and(overpopulation-10, famine-12) cc(overpopulation-10, and-14) appos(morals-8, disease-15) conj:and(overpopulation-10, disease-15)  ",crime,5,"appos(crime-5, morals-8) dobj(increasing-4, crime-5) ","Other concerns were increasing crime , decreasing morals , overpopulation",NN,[],increasing,VBG,object,,,increasing,increase,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['modified', 'morals']",[],['morals'],[],[],,,singular,ambiguous,[],countable,unknown
"However , some high school students envisioned a future of misery in which , except possibly for the rich , a heavily polluted planet full of crime , disease , and hunger would exist .","However/RB ,/, some/DT high/JJ school/NN students/NNS envisioned/VBN a/DT future/NN of/IN misery/NN in/IN which/WDT ,/, except/IN possibly/RB for/IN the/DT rich/JJ ,/, a/DT heavily/RB polluted/JJ planet/NN full/JJ of/IN crime/NN ,/, disease/NN ,/, and/CC hunger/NN would/MD exist/VB ./."," advmod(envisioned-7, However-1) det(students-6, some-3) amod(students-6, high-4) compound(students-6, school-5) nsubj(envisioned-7, students-6) root(ROOT-0, envisioned-7) det(future-9, a-8) dobj(envisioned-7, future-9) nmod:in(exist-34, future-9) case(misery-11, of-10) nmod:of(future-9, misery-11) case(which-13, in-12) ref(future-9, which-13) dep(possibly-16, except-15) dep(which-13, possibly-16) case(rich-19, for-17) det(rich-19, the-18) nmod:for(possibly-16, rich-19) det(planet-24, a-21) advmod(polluted-23, heavily-22) amod(planet-24, polluted-23) nsubj(exist-34, planet-24) case(crime-27, full-25) case(crime-27, of-26) nmod:of(planet-24, crime-27) nmod:of(planet-24, disease-29) conj:and(crime-27, disease-29) cc(crime-27, and-31) nmod:of(planet-24, hunger-32) conj:and(crime-27, hunger-32) aux(exist-34, would-33) acl:relcl(future-9, exist-34)  ",crime,27,"case(crime-27, full-25) case(crime-27, of-26) conj:and(crime-27, disease-29) cc(crime-27, and-31) conj:and(crime-27, hunger-32) nmod:of(planet-24, crime-27) ","heavily polluted planet full of crime , disease , and hunger",NN,[],,,,,,,,,"[('of', 'planet')]",['of'],['planet'],[],[],"[('and', 'disease'), ('and', 'hunger')]","['and', 'and']","['disease', 'hunger']",[],[],[],[],[],"['full', 'of']",[],[],[],[],[],[],,,singular,,[],countable,unknown
