sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Pasta with Catfish and Artichokes ( Makes 8 servings ) TABLE <p> Saute artichokes , red pepper , carrot strips , and zucchini in melted margarine and oil .","Pasta/NNP with/IN Catfish/NNP and/CC Artichokes/NNP -LRB-/-LRB- Makes/NNP 8/CD servings/NNS -RRB-/-RRB- TABLE/VBP <p>/NN Saute/NN artichokes/NNS ,/, red/JJ pepper/NN ,/, carrot/NN strips/NNS ,/, and/CC zucchini/NNS in/IN melted/JJ margarine/NN and/CC oil/NN ./."," nsubj(TABLE-11, Pasta-1) case(Catfish-3, with-2) nmod:with(Pasta-1, Catfish-3) cc(Catfish-3, and-4) nmod:with(Pasta-1, Artichokes-5) conj:and(Catfish-3, Artichokes-5) dep(Pasta-1, Makes-7) nummod(servings-9, 8-8) dep(Makes-7, servings-9) root(ROOT-0, TABLE-11) compound(artichokes-14, <p>-12) compound(artichokes-14, Saute-13) dobj(TABLE-11, artichokes-14) amod(pepper-17, red-16) dobj(TABLE-11, pepper-17) conj:and(artichokes-14, pepper-17) compound(strips-20, carrot-19) dobj(TABLE-11, strips-20) conj:and(artichokes-14, strips-20) cc(artichokes-14, and-22) dobj(TABLE-11, zucchini-23) conj:and(artichokes-14, zucchini-23) case(margarine-26, in-24) amod(margarine-26, melted-25) nmod:in(zucchini-23, margarine-26) cc(margarine-26, and-27) nmod:in(zucchini-23, oil-28) conj:and(margarine-26, oil-28)  ",carrot,19,"compound(strips-20, carrot-19) ","artichokes , red pepper , carrot strips , and zucchini in",NN,[],TABLE,VBP,object,,,TABLE,TABLE,[],[],[],[],[],[],,[],[],[],['strips'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,plural,['EX-PL'],countable,unknown
"Add garlic , carrots , peppers , seasonings , chicken broth , and water .","Add/VB garlic/NN ,/, carrots/NNS ,/, peppers/NNS ,/, seasonings/NNS ,/, chicken/NN broth/NN ,/, and/CC water/NN ./."," root(ROOT-0, Add-1) dobj(Add-1, garlic-2) dobj(Add-1, carrots-4) conj:and(garlic-2, carrots-4) dobj(Add-1, peppers-6) conj:and(garlic-2, peppers-6) dobj(Add-1, seasonings-8) conj:and(garlic-2, seasonings-8) compound(broth-11, chicken-10) dobj(Add-1, broth-11) conj:and(garlic-2, broth-11) cc(garlic-2, and-13) dobj(Add-1, water-14) conj:and(garlic-2, water-14)  ",carrots,4,"dobj(Add-1, carrots-4) conj:and(garlic-2, carrots-4) ","Add garlic , carrots , peppers , seasonings ,",NNS,[],Add,VB,object,,,Add,Add,[],[],[],[],[],[],,"[('and', 'garlic')]",['and'],['garlic'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"But in order to offer a credible carrot , the President , too , would have to retreat - from his demand that Hussein surrender Kuwait unconditionally and from his promise never to reward Iraq 's aggression .","But/CC in/IN order/NN to/TO offer/VB a/DT credible/JJ carrot/NN ,/, the/DT President/NNP ,/, too/RB ,/, would/MD have/VB to/TO retreat/VB -/: from/IN his/PRP$ demand/NN that/IN Hussein/NNP surrender/VB Kuwait/NNP unconditionally/RB and/CC from/IN his/PRP$ promise/NN never/RB to/TO reward/VB Iraq/NNP 's/POS aggression/NN ./."," cc(have-16, But-1) mark(offer-5, in-2) mwe(in-2, order-3) mark(offer-5, to-4) advcl(have-16, offer-5) det(carrot-8, a-6) amod(carrot-8, credible-7) dobj(offer-5, carrot-8) det(President-11, the-10) nsubj(have-16, President-11) nsubj(retreat-18, President-11) nsubj(reward-34, President-11) advmod(have-16, too-13) aux(have-16, would-15) root(ROOT-0, have-16) mark(retreat-18, to-17) xcomp(have-16, retreat-18) case(demand-22, from-20) nmod:poss(demand-22, his-21) dep(retreat-18, demand-22) mark(surrender-25, that-23) nsubj(surrender-25, Hussein-24) ccomp(demand-22, surrender-25) dobj(surrender-25, Kuwait-26) advmod(and-28, unconditionally-27) advmod(Kuwait-26, and-28) case(promise-31, from-29) nmod:poss(promise-31, his-30) conj(and-28, promise-31) neg(surrender-25, never-32) mark(reward-34, to-33) xcomp(have-16, reward-34) nmod:poss(aggression-37, Iraq-35) case(Iraq-35, 's-36) dobj(reward-34, aggression-37)  ",carrot,8,"det(carrot-8, a-6) amod(carrot-8, credible-7) dobj(offer-5, carrot-8) ","order to offer a credible carrot , the President , too",NN,[],offer,VB,object,,,offer,offer,[],[],[],[],[],['a'],indefinite article,[],[],[],[],['credible'],[0.0575],[0.0275],[0.035],[0.09625],[0.0475],[0.07],[0.13],[0.01],[0.03625],[0.12],[0.1275],[0.2175],[0.025],[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,ambiguous,['A+N'],countable,unknown
"If it 's a white man with a red head and blue eyes who looks like a big carrot , he 's going to stick out like a sore thumb out here , "" Mr. Lee said .","If/IN it/PRP 's/VBZ a/DT white/JJ man/NN with/IN a/DT red/JJ head/NN and/CC blue/JJ eyes/NNS who/WP looks/VBZ like/IN a/DT big/JJ carrot/NN ,/, he/PRP 's/VBZ going/VBG to/TO stick/VB out/RP like/IN a/DT sore/JJ thumb/NN out/IN here/RB ,/, ''/'' Mr./NNP Lee/NNP said/VBD ./."," mark(man-6, If-1) nsubj(man-6, it-2) cop(man-6, 's-3) det(man-6, a-4) amod(man-6, white-5) nsubj(looks-15, man-6) advcl(going-23, man-6) case(head-10, with-7) det(head-10, a-8) amod(head-10, red-9) nmod:with(man-6, head-10) cc(head-10, and-11) amod(eyes-13, blue-12) nmod:with(man-6, eyes-13) conj:and(head-10, eyes-13) ref(man-6, who-14) acl:relcl(man-6, looks-15) case(carrot-19, like-16) det(carrot-19, a-17) amod(carrot-19, big-18) nmod:like(looks-15, carrot-19) nsubj(going-23, he-21) nsubj(stick-25, he-21) aux(going-23, 's-22) ccomp(said-37, going-23) mark(stick-25, to-24) xcomp(going-23, stick-25) compound:prt(stick-25, out-26) case(thumb-30, like-27) det(thumb-30, a-28) amod(thumb-30, sore-29) nmod:like(stick-25, thumb-30) case(here-32, out-31) nmod:out(stick-25, here-32) compound(Lee-36, Mr.-35) nsubj(said-37, Lee-36) root(ROOT-0, said-37)  ",carrot,19,"case(carrot-19, like-16) det(carrot-19, a-17) amod(carrot-19, big-18) nmod:like(looks-15, carrot-19) ","who looks like a big carrot , he 's going to",NN,[],,,,,,,,,"[('like', 'looks')]",['like'],['looks'],[],['a'],indefinite article,[],[],[],[],['big'],[0.0525],[0.07175],[0.019166666666666665],[0.22333333333333333],[0.07],[0.03],[0.04125],[0.0325],[0.15449999999999997],[0.06],[0.085],[0.0575],[0.1025],[],[],[],['like'],[],[],[],[],[],[],a,unit,singular,linked,,['A+N'],countable,unknown
"<p> Rose Marie Nichols McGee , of Nichols Garden Nursery , in Albany , Oregon , concurs and mentions that she is especially unenthusiastic about the idea of a "" new "" white carrot . ""","<p>/NNP Rose/NNP Marie/NNP Nichols/NNP McGee/NNP ,/, of/IN Nichols/NNP Garden/NNP Nursery/NNP ,/, in/IN Albany/NNP ,/, Oregon/NNP ,/, concurs/VBZ and/CC mentions/VBZ that/IN she/PRP is/VBZ especially/RB unenthusiastic/VBG about/RB the/DT idea/NN of/IN a/SYM ''/'' new/JJ ''/'' white/JJ carrot/NN ./. ''/''"," compound(McGee-5, <p>-1) compound(McGee-5, Rose-2) compound(McGee-5, Marie-3) compound(McGee-5, Nichols-4) nsubj(concurs-17, McGee-5) nsubj(mentions-19, McGee-5) case(Nursery-10, of-7) compound(Nursery-10, Nichols-8) compound(Nursery-10, Garden-9) nmod:of(McGee-5, Nursery-10) case(Oregon-15, in-12) compound(Oregon-15, Albany-13) nmod:in(Nursery-10, Oregon-15) root(ROOT-0, concurs-17) cc(concurs-17, and-18) conj:and(concurs-17, mentions-19) mark(unenthusiastic-24, that-20) nsubj(unenthusiastic-24, she-21) aux(unenthusiastic-24, is-22) advmod(unenthusiastic-24, especially-23) ccomp(mentions-19, unenthusiastic-24) advmod(idea-27, about-25) det(idea-27, the-26) dobj(unenthusiastic-24, idea-27) case(a-29, of-28) acl:of(idea-27, a-29) dep(idea-27, new-31) amod(carrot-34, white-33) dobj(unenthusiastic-24, carrot-34)  ",carrot,34,"amod(carrot-34, white-33) dobj(unenthusiastic-24, carrot-34) ","a "" new "" white carrot . """,NN,[],unenthusiastic,VBG,object,,,unenthusiastic,unenthusiastic,[],[],[],[],[],[],,[],[],[],[],['white'],[0.00625],[0.4521875000000001],[0.005],[0.005],[0.02375],[0.0],[0.01],[0.005],[0.018958333333333334],[0.0075],[0.44885416666666644],[0.0],[0.0175],[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"Wild carrots are white , and any accidental cross with them gives you a white , so they turn up all the time .","Wild/JJ carrots/NNS are/VBP white/JJ ,/, and/CC any/DT accidental/NN cross/VBP with/IN them/PRP gives/VBZ you/PRP a/DT white/JJ ,/, so/IN they/PRP turn/VBP up/RP all/PDT the/DT time/NN ./."," amod(carrots-2, Wild-1) nsubj(white-4, carrots-2) cop(white-4, are-3) root(ROOT-0, white-4) cc(white-4, and-6) det(accidental-8, any-7) nsubj(cross-9, accidental-8) conj:and(white-4, cross-9) mark(gives-12, with-10) nsubj(gives-12, them-11) advcl(cross-9, gives-12) iobj(gives-12, you-13) det(white-15, a-14) dobj(gives-12, white-15) dep(white-4, so-17) nsubj(turn-19, they-18) parataxis(white-4, turn-19) compound:prt(turn-19, up-20) det:predet(time-23, all-21) det(time-23, the-22) dobj(turn-19, time-23)  ",carrots,2,"amod(carrots-2, Wild-1) nsubj(white-4, carrots-2) ","Wild carrots are white , and any",NNS,[],are,VBP,subject,are,be,,,[],[],[],[],[],[],,[],[],[],[],['Wild'],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,linked,plural,[],unknown,unknown
"And anyway , we already carry white carrots . ""","And/CC anyway/RB ,/, we/PRP already/RB carry/VBP white/JJ carrots/NNS ./. ''/''"," cc(carry-6, And-1) advmod(carry-6, anyway-2) nsubj(carry-6, we-4) advmod(carry-6, already-5) root(ROOT-0, carry-6) amod(carrots-8, white-7) dobj(carry-6, carrots-8)  ",carrots,8,"amod(carrots-8, white-7) dobj(carry-6, carrots-8) ",", we already carry white carrots . """,NNS,[],carry,VBP,object,,,carry,carry,[],[],[],[],[],[],,[],[],[],[],['white'],[0.00625],[0.4521875000000001],[0.005],[0.005],[0.02375],[0.0],[0.01],[0.005],[0.018958333333333334],[0.0075],[0.44885416666666644],[0.0],[0.0175],[],[],[],[],[],[],[],[],[],[],,,plural,linked,plural,[],unknown,unknown
"Fourteen chapters covering 14 vegetables : asparagus , bean , cabbage , carrot , corn ( sweet ) , cucumber , lettuce , onion , pea , pepper , squash , sweet potato , tomato , and watermelon .","Fourteen/CD chapters/NNS covering/VBG 14/CD vegetables/NNS :/: asparagus/NNS ,/, bean/NN ,/, cabbage/NN ,/, carrot/NN ,/, corn/NN -LRB-/-LRB- sweet/NN -RRB-/-RRB- ,/, cucumber/NN ,/, lettuce/NN ,/, onion/NN ,/, pea/NN ,/, pepper/NN ,/, squash/NN ,/, sweet/JJ potato/NN ,/, tomato/NN ,/, and/CC watermelon/NN ./."," nummod(chapters-2, Fourteen-1) root(ROOT-0, chapters-2) acl(chapters-2, covering-3) nummod(vegetables-5, 14-4) dobj(covering-3, vegetables-5) dep(chapters-2, asparagus-7) compound(sweet-17, bean-9) dep(sweet-17, cabbage-11) dep(sweet-17, carrot-13) dep(sweet-17, corn-15) dep(chapters-2, sweet-17) conj:and(asparagus-7, sweet-17) compound(potato-33, cucumber-20) dep(potato-33, lettuce-22) dep(potato-33, onion-24) dep(potato-33, pea-26) dep(potato-33, pepper-28) dep(potato-33, squash-30) amod(potato-33, sweet-32) dep(chapters-2, potato-33) conj:and(asparagus-7, potato-33) dep(chapters-2, tomato-35) conj:and(asparagus-7, tomato-35) cc(asparagus-7, and-37) dep(chapters-2, watermelon-38) conj:and(asparagus-7, watermelon-38)  ",carrot,13,"dep(sweet-17, carrot-13) ",", bean , cabbage , carrot , corn ( sweet )",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"The problem is n't in finding the posts , but rather in putting them up before all the carrots are eaten , the transplants become potbound , or the nesting season is over .","The/DT problem/NN is/VBZ n't/RB in/IN finding/VBG the/DT posts/NNS ,/, but/CC rather/RB in/IN putting/VBG them/PRP up/RP before/IN all/PDT the/DT carrots/NNS are/VBP eaten/VBN ,/, the/DT transplants/NNS become/VBP potbound/JJ ,/, or/CC the/DT nesting/JJ season/NN is/VBZ over/RP ./."," det(problem-2, The-1) nsubj(finding-6, problem-2) nsubj(putting-13, problem-2) cop(finding-6, is-3) neg(finding-6, n't-4) mark(finding-6, in-5) root(ROOT-0, finding-6) det(posts-8, the-7) dobj(finding-6, posts-8) cc(rather-11, but-10) cc(finding-6, rather-11) mark(putting-13, in-12) conj:rather(finding-6, putting-13) dobj(putting-13, them-14) compound:prt(putting-13, up-15) mark(eaten-21, before-16) det:predet(carrots-19, all-17) det(carrots-19, the-18) nsubjpass(eaten-21, carrots-19) auxpass(eaten-21, are-20) advcl(finding-6, eaten-21) det(transplants-24, the-23) nsubj(become-25, transplants-24) dep(finding-6, become-25) xcomp(become-25, potbound-26) cc(finding-6, or-28) det(season-31, the-29) amod(season-31, nesting-30) nsubj(over-33, season-31) cop(over-33, is-32) conj:or(finding-6, over-33)  ",carrots,19,"det:predet(carrots-19, all-17) det(carrots-19, the-18) nsubjpass(eaten-21, carrots-19) ","them up before all the carrots are eaten , the transplants",NNS,[],eaten,VBN,subject,eaten,eat,,,[],[],[],[],[],"['all', 'the']",definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"If lead is not a concern for you , by all means grow carrots and onions .","If/IN lead/NN is/VBZ not/RB a/DT concern/NN for/IN you/PRP ,/, by/IN all/DT means/VBZ grow/VB carrots/NNS and/CC onions/NNS ./."," mark(concern-6, If-1) nsubj(concern-6, lead-2) cop(concern-6, is-3) neg(concern-6, not-4) det(concern-6, a-5) advcl(means-12, concern-6) case(you-8, for-7) nmod:for(concern-6, you-8) case(all-11, by-10) advmod(means-12, all-11) root(ROOT-0, means-12) xcomp(means-12, grow-13) dobj(grow-13, carrots-14) cc(carrots-14, and-15) dobj(grow-13, onions-16) conj:and(carrots-14, onions-16)  ",carrots,14,"cc(carrots-14, and-15) conj:and(carrots-14, onions-16) dobj(grow-13, carrots-14) ",", by all means grow carrots and onions .",NNS,[],grow,VB,object,,,grow,grow,[],[],[],[],[],[],,"[('and', 'onions')]",['and'],['onions'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"The regime based its power mainly on the stick , but it knew how to make ample use of the carrot as well .","The/DT regime/NN based/VBD its/PRP$ power/NN mainly/RB on/IN the/DT stick/NN ,/, but/CC it/PRP knew/VBD how/WRB to/TO make/VB ample/JJ use/NN of/IN the/DT carrot/NN as/RB well/RB ./."," det(regime-2, The-1) nsubj(based-3, regime-2) root(ROOT-0, based-3) nmod:poss(power-5, its-4) dobj(based-3, power-5) advmod(based-3, mainly-6) case(stick-9, on-7) det(stick-9, the-8) nmod:on(based-3, stick-9) cc(based-3, but-11) nsubj(knew-13, it-12) conj:but(based-3, knew-13) advmod(make-16, how-14) mark(make-16, to-15) ccomp(knew-13, make-16) amod(use-18, ample-17) dobj(make-16, use-18) case(carrot-21, of-19) det(carrot-21, the-20) nmod:of(use-18, carrot-21) advmod(make-16, as-22) mwe(as-22, well-23)  ",carrot,21,"case(carrot-21, of-19) det(carrot-21, the-20) nmod:of(use-18, carrot-21) ",make ample use of the carrot as well .,NN,[],,,,,,,,,"[('of', 'use')]",['of'],['use'],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
