sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Adjective Types,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"The drier western slopes and plateau , covered with grasses that made good pastures , were extraordinarily rich in cattle in the nineteenth century ( Weiss 1886 ; Dannholz n.d. a:109 ) .","The/DT drier/NN western/JJ slopes/NNS and/CC plateau/NNS ,/, covered/VBN with/IN grasses/NNS that/WDT made/VBD good/JJ pastures/NNS ,/, were/VBD extraordinarily/RB rich/JJ in/IN cattle/NNS in/IN the/DT nineteenth/JJ century/NN -LRB-/-LRB- Weiss/NNP 1886/CD ;/: Dannholz/NNP n.d./NNP a/DT :109/CD -RRB-/-RRB- ./."," det(slopes-4, The-1) compound(slopes-4, drier-2) amod(slopes-4, western-3) nsubj(rich-18, slopes-4) cc(slopes-4, and-5) conj:and(slopes-4, plateau-6) nsubj(rich-18, plateau-6) acl(slopes-4, covered-8) case(grasses-10, with-9) nmod:with(covered-8, grasses-10) nsubj(made-12, grasses-10) ref(grasses-10, that-11) acl:relcl(grasses-10, made-12) amod(pastures-14, good-13) dobj(made-12, pastures-14) cop(rich-18, were-16) advmod(rich-18, extraordinarily-17) root(ROOT-0, rich-18) case(cattle-20, in-19) nmod:in(rich-18, cattle-20) case(century-24, in-21) det(century-24, the-22) amod(century-24, nineteenth-23) nmod:in(cattle-20, century-24) dep(century-24, Weiss-26) nummod(Weiss-26, 1886-27) compound(n.d.-30, Dannholz-29) dep(Weiss-26, n.d.-30) det(:109-32, a-31) dep(n.d.-30, :109-32)  ",cattle,20,"case(cattle-20, in-19) nmod:in(cattle-20, century-24) nmod:in(rich-18, cattle-20) ",", were extraordinarily rich in cattle in the nineteenth century (",NNS,[],,,,,,,,,"[('in', 'century'), ('in', 'rich')]","['in', 'in']",['rich'],['century'],[],,[],[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Goats and sheep were owned by most households and were frequently slaughtered for food , while cattle were rarely butchered ( Lebulu 1979 ) .","Goats/NNS and/CC sheep/NN were/VBD owned/VBN by/IN most/JJS households/NNS and/CC were/VBD frequently/RB slaughtered/VBN for/IN food/NN ,/, while/IN cattle/NNS were/VBD rarely/RB butchered/JJ -LRB-/-LRB- Lebulu/NNP 1979/CD -RRB-/-RRB- ./."," nsubjpass(owned-5, Goats-1) nsubjpass(slaughtered-12, Goats-1) cc(Goats-1, and-2) conj:and(Goats-1, sheep-3) nsubjpass(owned-5, sheep-3) auxpass(owned-5, were-4) root(ROOT-0, owned-5) case(households-8, by-6) amod(households-8, most-7) nmod:by(owned-5, households-8) cc(owned-5, and-9) auxpass(slaughtered-12, were-10) advmod(slaughtered-12, frequently-11) conj:and(owned-5, slaughtered-12) case(food-14, for-13) nmod:for(slaughtered-12, food-14) mark(butchered-20, while-16) nsubj(butchered-20, cattle-17) cop(butchered-20, were-18) advmod(butchered-20, rarely-19) advcl(slaughtered-12, butchered-20) dep(butchered-20, Lebulu-22) nummod(Lebulu-22, 1979-23)  ",cattle,17,"nsubj(butchered-20, cattle-17) ","slaughtered for food , while cattle were rarely butchered ( Lebulu",NNS,[],were,VBD,subject,were,be,,,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"Marriage was established through the transfer of bridewealth which , in the early 1900s , consisted of three to four head of cattle and four goats ( Kotz 1922:87 ) .","Marriage/NNP was/VBD established/VBN through/IN the/DT transfer/NN of/IN bridewealth/NN which/WDT ,/, in/IN the/DT early/JJ 1900s/NNS ,/, consisted/VBD of/IN three/CD to/TO four/CD head/NN of/IN cattle/NNS and/CC four/CD goats/NNS -LRB-/-LRB- Kotz/NNP 1922:87/CD -RRB-/-RRB- ./."," nsubjpass(established-3, Marriage-1) auxpass(established-3, was-2) root(ROOT-0, established-3) case(transfer-6, through-4) det(transfer-6, the-5) nmod:through(established-3, transfer-6) case(bridewealth-8, of-7) nmod:of(transfer-6, bridewealth-8) nsubj(consisted-16, bridewealth-8) ref(bridewealth-8, which-9) case(1900s-14, in-11) det(1900s-14, the-12) amod(1900s-14, early-13) nmod:in(consisted-16, 1900s-14) acl:relcl(bridewealth-8, consisted-16) case(three-18, of-17) nmod:of(consisted-16, three-18) case(head-21, to-19) nummod(head-21, four-20) nmod:to(consisted-16, head-21) case(cattle-23, of-22) nmod:of(head-21, cattle-23) cc(cattle-23, and-24) nummod(goats-26, four-25) nmod:of(head-21, goats-26) conj:and(cattle-23, goats-26) appos(bridewealth-8, Kotz-28) nummod(Kotz-28, 1922:87-29)  ",cattle,23,"case(cattle-23, of-22) cc(cattle-23, and-24) conj:and(cattle-23, goats-26) nmod:of(head-21, cattle-23) ",three to four head of cattle and four goats ( Kotz,NNS,[],,,,,,,,,"[('of', 'head')]",['of'],['head'],[],[],,"[('and', 'goats')]",['and'],['goats'],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"However , Pare kinship made it possible for families wealthy in cattle to obtain labor in the form of pawns ( vazoro ; sing .","However/RB ,/, Pare/JJ kinship/NN made/VBN it/PRP possible/JJ for/IN families/NNS wealthy/JJ in/IN cattle/NNS to/TO obtain/VB labor/NN in/IN the/DT form/NN of/IN pawns/NNS -LRB-/-LRB- vazoro/NN ;/: sing/VBP ./."," advmod(sing-24, However-1) amod(kinship-4, Pare-3) nsubj(sing-24, kinship-4) acl(kinship-4, made-5) nsubj(wealthy-10, it-6) dep(wealthy-10, possible-7) case(families-9, for-8) nmod:for(possible-7, families-9) xcomp(made-5, wealthy-10) case(cattle-12, in-11) nmod:in(wealthy-10, cattle-12) mark(obtain-14, to-13) acl(cattle-12, obtain-14) dobj(obtain-14, labor-15) case(form-18, in-16) det(form-18, the-17) nmod:in(obtain-14, form-18) case(pawns-20, of-19) nmod:of(form-18, pawns-20) dep(pawns-20, vazoro-22) root(ROOT-0, sing-24)  ",cattle,12,"case(cattle-12, in-11) acl(cattle-12, obtain-14) nmod:in(wealthy-10, cattle-12) ",possible for families wealthy in cattle to obtain labor in the,NNS,[],,,,,,,,,"[('in', 'wealthy')]",['in'],['wealthy'],[],[],,[],[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"<p> As elsewhere in East Africa , cattle in Pare functioned as investment capital , a medium of exchange , and prestige goods .","<p>/RB As/IN elsewhere/RB in/IN East/NNP Africa/NNP ,/, cattle/NNS in/IN Pare/NNP functioned/VBD as/IN investment/NN capital/NN ,/, a/DT medium/NN of/IN exchange/NN ,/, and/CC prestige/NN goods/NNS ./."," advmod(elsewhere-3, <p>-1) case(elsewhere-3, As-2) nmod:as(functioned-11, elsewhere-3) case(Africa-6, in-4) compound(Africa-6, East-5) nmod:in(elsewhere-3, Africa-6) nsubj(functioned-11, cattle-8) case(Pare-10, in-9) nmod:in(cattle-8, Pare-10) root(ROOT-0, functioned-11) case(capital-14, as-12) compound(capital-14, investment-13) nmod:as(functioned-11, capital-14) det(medium-17, a-16) nmod:as(functioned-11, medium-17) conj:and(capital-14, medium-17) case(exchange-19, of-18) nmod:of(medium-17, exchange-19) cc(capital-14, and-21) compound(goods-23, prestige-22) nmod:as(functioned-11, goods-23) conj:and(capital-14, goods-23)  ",cattle,8,"nmod:in(cattle-8, Pare-10) nsubj(functioned-11, cattle-8) ","elsewhere in East Africa , cattle in Pare functioned as investment",NNS,[],functioned,VBD,subject,functioned,function,,,[],"[('in', 'Pare')]",['in'],[],['Pare'],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
Accumulating cattle had a dual purpose .,Accumulating/VBG cattle/NNS had/VBD a/DT dual/JJ purpose/NN ./.," amod(cattle-2, Accumulating-1) nsubj(had-3, cattle-2) root(ROOT-0, had-3) det(purpose-6, a-4) amod(purpose-6, dual-5) dobj(had-3, purpose-6)  ",cattle,2,"amod(cattle-2, Accumulating-1) nsubj(had-3, cattle-2) ",Accumulating cattle had a dual purpose .,NNS,[],had,VBD,subject,had,have,,,[],[],[],[],[],[],,[],[],[],[],['Accumulating'],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"Second , over and above marriage requirements , cattle could be used to attract political clients through gifts and loans ( Dannholz n.d. a:74 , 94 , 112 ; 1916:15 ) .","Second/LS ,/, over/IN and/CC above/IN marriage/NN requirements/NNS ,/, cattle/NNS could/MD be/VB used/VBN to/TO attract/VB political/JJ clients/NNS through/IN gifts/NNS and/CC loans/NNS -LRB-/-LRB- Dannholz/NNP n.d./NNP a/NNP :74/CD ,/, 94/CD ,/, 112/CD ;/: 1916:15/CD -RRB-/-RRB- ./."," advmod(used-12, Second-1) nmod(used-12, over-3) cc(over-3, and-4) case(requirements-7, above-5) compound(requirements-7, marriage-6) conj:and(over-3, requirements-7) nmod(used-12, requirements-7) nsubjpass(used-12, cattle-9) nsubj(attract-14, cattle-9) aux(used-12, could-10) auxpass(used-12, be-11) root(ROOT-0, used-12) mark(attract-14, to-13) xcomp(used-12, attract-14) amod(clients-16, political-15) dobj(attract-14, clients-16) case(gifts-18, through-17) nmod:through(attract-14, gifts-18) cc(gifts-18, and-19) nmod:through(attract-14, loans-20) conj:and(gifts-18, loans-20) dep(gifts-18, Dannholz-22) compound(a-24, n.d.-23) dep(Dannholz-22, a-24) nummod(a-24, :74-25) nummod(a-24, 94-27) nummod(a-24, 112-29) dep(a-24, 1916:15-31)  ",cattle,9,"nsubjpass(used-12, cattle-9) nsubj(attract-14, cattle-9) ","and above marriage requirements , cattle could be used to attract",NNS,[],attract,VB,subject,attract,attract,,,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"While cattle may be stolen or die , the irrigated and manured plots and permanent banana plantations remained and formed the basis for a quick recovery of livestock holdings ( Dannholz n.d. a:86f . )","While/IN cattle/NNS may/MD be/VB stolen/VBN or/CC die/VB ,/, the/DT irrigated/JJ and/CC manured/JJ plots/NNS and/CC permanent/JJ banana/NN plantations/NNS remained/VBD and/CC formed/VBD the/DT basis/NN for/IN a/DT quick/JJ recovery/NN of/IN livestock/NN holdings/NNS -LRB-/-LRB- Dannholz/NNP n.d./NNP a/DT :86/CD f/CD ./. -RRB-/-RRB-"," mark(stolen-5, While-1) nsubjpass(stolen-5, cattle-2) nsubj(die-7, cattle-2) aux(stolen-5, may-3) auxpass(stolen-5, be-4) advcl(remained-18, stolen-5) cc(stolen-5, or-6) conj:or(stolen-5, die-7) advcl(remained-18, die-7) det(plots-13, the-9) amod(plots-13, irrigated-10) cc(irrigated-10, and-11) conj:and(irrigated-10, manured-12) amod(plots-13, manured-12) nsubj(remained-18, plots-13) nsubj(formed-20, plots-13) cc(plots-13, and-14) amod(plantations-17, permanent-15) compound(plantations-17, banana-16) conj:and(plots-13, plantations-17) nsubj(remained-18, plantations-17) root(ROOT-0, remained-18) cc(remained-18, and-19) conj:and(remained-18, formed-20) det(basis-22, the-21) dobj(formed-20, basis-22) case(recovery-26, for-23) det(recovery-26, a-24) amod(recovery-26, quick-25) nmod:for(formed-20, recovery-26) case(holdings-29, of-27) compound(holdings-29, livestock-28) nmod:of(recovery-26, holdings-29) compound(n.d.-32, Dannholz-31) dep(formed-20, n.d.-32) det(f-35, a-33) compound(f-35, :86-34) dep(n.d.-32, f-35)  ",cattle,2,"nsubjpass(stolen-5, cattle-2) nsubj(die-7, cattle-2) ",While cattle may be stolen or die,NNS,[],die,VB,subject,die,die,,,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"A family household with a small labor force would have had difficulties expanding its production , and its accumulation of cattle would be slow .","A/DT family/NN household/NN with/IN a/DT small/JJ labor/NN force/NN would/MD have/VB had/VBN difficulties/NNS expanding/VBG its/PRP$ production/NN ,/, and/CC its/PRP$ accumulation/NN of/IN cattle/NNS would/MD be/VB slow/JJ ./."," det(household-3, A-1) compound(household-3, family-2) nsubj(had-11, household-3) case(force-8, with-4) det(force-8, a-5) amod(force-8, small-6) compound(force-8, labor-7) nmod:with(household-3, force-8) aux(had-11, would-9) aux(had-11, have-10) root(ROOT-0, had-11) dobj(had-11, difficulties-12) xcomp(had-11, expanding-13) nmod:poss(production-15, its-14) dobj(expanding-13, production-15) cc(had-11, and-17) nmod:poss(accumulation-19, its-18) nsubj(slow-24, accumulation-19) case(cattle-21, of-20) nmod:of(accumulation-19, cattle-21) aux(slow-24, would-22) cop(slow-24, be-23) conj:and(had-11, slow-24)  ",cattle,21,"case(cattle-21, of-20) nmod:of(accumulation-19, cattle-21) ",", and its accumulation of cattle would be slow .",NNS,[],,,,,,,,,"[('of', 'accumulation')]",['of'],['accumulation'],[],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"In addition , the chief regularly distributed cattle to prominent local big men who were his supporters , and to young men who were called to perform small-scale military activities ( Dannholz n.d. a:74 , 94 , 112 ; 1916:15 ; Kimambo 1969:92 , 99 ) .","In/IN addition/NN ,/, the/DT chief/NN regularly/RB distributed/VBD cattle/NNS to/TO prominent/JJ local/JJ big/JJ men/NNS who/WP were/VBD his/PRP$ supporters/NNS ,/, and/CC to/TO young/JJ men/NNS who/WP were/VBD called/VBN to/TO perform/VB small-scale/JJ military/JJ activities/NNS -LRB-/-LRB- Dannholz/NNP n.d./NNP a/NNP :74/CD ,/, 94/CD ,/, 112/CD ;/, 1916:15/CD ;/: Kimambo/NNP 1969:92/CD ,/, 99/CD -RRB-/-RRB- ./."," case(addition-2, In-1) nmod:in(distributed-7, addition-2) det(chief-5, the-4) nsubj(distributed-7, chief-5) nsubj(distributed-7', chief-5) advmod(distributed-7, regularly-6) root(ROOT-0, distributed-7) conj:and(distributed-7, distributed-7') dobj(distributed-7, cattle-8) case(men-13, to-9) amod(men-13, prominent-10) amod(men-13, local-11) amod(men-13, big-12) nmod:to(distributed-7, men-13) nsubj(supporters-17, men-13) ref(men-13, who-14) cop(supporters-17, were-15) nmod:poss(supporters-17, his-16) acl:relcl(men-13, supporters-17) cc(distributed-7, and-19) case(men-22, to-20) amod(men-22, young-21) nmod:to(distributed-7', men-22) nsubjpass(called-25, men-22) nsubj(perform-27, men-22) ref(men-22, who-23) auxpass(called-25, were-24) acl:relcl(men-22, called-25) mark(perform-27, to-26) xcomp(called-25, perform-27) amod(activities-30, small-scale-28) amod(activities-30, military-29) dobj(perform-27, activities-30) dep(activities-30, Dannholz-32) compound(a-34, n.d.-33) dep(Dannholz-32, a-34) nummod(a-34, :74-35) nummod(a-34, 94-37) nummod(a-34, 112-39) nummod(a-34, 1916:15-41) dep(a-34, Kimambo-43) nummod(Kimambo-43, 1969:92-44) nummod(Kimambo-43, 99-46)  ",cattle,8,"dobj(distributed-7, cattle-8) ",", the chief regularly distributed cattle to prominent local big men",NNS,[],distributed,VBD,object,,,distributed,distribute,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
By giving local big men cattle the chief could ensure their support in legitimizing his administration ( Dannholz n.d. a:113 ) .,By/IN giving/VBG local/JJ big/JJ men/NNS cattle/NNS the/DT chief/NN could/MD ensure/VB their/PRP$ support/NN in/IN legitimizing/VBG his/PRP$ administration/NN -LRB-/-LRB- Dannholz/NNP n.d./NNP a/DT :113/CD -RRB-/-RRB- ./.," mark(giving-2, By-1) advcl(ensure-10, giving-2) amod(men-5, local-3) amod(men-5, big-4) iobj(giving-2, men-5) dobj(giving-2, cattle-6) det(chief-8, the-7) nsubj(ensure-10, chief-8) aux(ensure-10, could-9) root(ROOT-0, ensure-10) nmod:poss(support-12, their-11) dobj(ensure-10, support-12) mark(legitimizing-14, in-13) advcl(ensure-10, legitimizing-14) nmod:poss(administration-16, his-15) dobj(legitimizing-14, administration-16) compound(n.d.-19, Dannholz-18) dep(ensure-10, n.d.-19) det(:113-21, a-20) dep(n.d.-19, :113-21)  ",cattle,6,"dobj(giving-2, cattle-6) ",By giving local big men cattle the chief could ensure their,NNS,[],giving,VBG,object,,,giving,give,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"Chiefs had more pawns than most commoners , partly because of their greater cattle wealth but also because of their rights as chiefs ( Dannholz 1916:116 ) .","Chiefs/NNPS had/VBD more/JJR pawns/NNS than/IN most/JJS commoners/NNS ,/, partly/RB because/RB of/IN their/PRP$ greater/JJR cattle/NNS wealth/NN but/CC also/RB because/IN of/IN their/PRP$ rights/NNS as/IN chiefs/NNS -LRB-/-LRB- Dannholz/NNP 1916:116/CD -RRB-/-RRB- ./."," nsubj(had-2, Chiefs-1) nsubj(had-2', Chiefs-1) root(ROOT-0, had-2) conj:and(had-2, had-2') amod(pawns-4, more-3) dobj(had-2, pawns-4) case(commoners-7, than-5) amod(commoners-7, most-6) nmod:than(pawns-4, commoners-7) advmod(wealth-15, partly-9) case(wealth-15, because-10) mwe(because-10, of-11) nmod:poss(wealth-15, their-12) amod(wealth-15, greater-13) compound(wealth-15, cattle-14) nmod:because_of(had-2, wealth-15) cc(had-2, but-16) advmod(rights-21, also-17) case(rights-21, because-18) mwe(because-18, of-19) nmod:poss(rights-21, their-20) nmod:because_of(had-2', rights-21) case(chiefs-23, as-22) nmod:as(rights-21, chiefs-23) appos(chiefs-23, Dannholz-25) nummod(Dannholz-25, 1916:116-26)  ",cattle,14,"compound(wealth-15, cattle-14) ",partly because of their greater cattle wealth but also because of,NNS,[],,,,,,,,,[],[],[],[],[],,[],[],[],['wealth'],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Although there is no direct evidence for the effect of the exchange of crops for cattle on political relationships in the 1700s , it is reasonable to assume that , as in the 1800s ( Kotz 1922:146 ) , such trade allowed juniors and clients to obtain livestock independently of their seniors and patrons .","Although/IN there/EX is/VBZ no/DT direct/JJ evidence/NN for/IN the/DT effect/NN of/IN the/DT exchange/NN of/IN crops/NNS for/IN cattle/NNS on/IN political/JJ relationships/NNS in/IN the/DT 1700s/NNS ,/, it/PRP is/VBZ reasonable/JJ to/TO assume/VB that/IN ,/, as/IN in/IN the/DT 1800s/NN -LRB-/-LRB- Kotz/NNP 1922:146/CD -RRB-/-RRB- ,/, such/JJ trade/NN allowed/VBD juniors/NNS and/CC clients/NNS to/TO obtain/VB livestock/NN independently/RB of/IN their/PRP$ seniors/NNS and/CC patrons/NNS ./."," mark(is-3, Although-1) expl(is-3, there-2) advcl(is-25, is-3) neg(evidence-6, no-4) amod(evidence-6, direct-5) nsubj(is-3, evidence-6) case(effect-9, for-7) det(effect-9, the-8) nmod:for(evidence-6, effect-9) case(exchange-12, of-10) det(exchange-12, the-11) nmod:of(effect-9, exchange-12) case(crops-14, of-13) nmod:of(exchange-12, crops-14) case(cattle-16, for-15) nmod:for(crops-14, cattle-16) case(relationships-19, on-17) amod(relationships-19, political-18) nmod:on(cattle-16, relationships-19) case(1700s-22, in-20) det(1700s-22, the-21) nmod:in(relationships-19, 1700s-22) nsubj(is-25, it-24) root(ROOT-0, is-25) xcomp(is-25, reasonable-26) mark(assume-28, to-27) xcomp(reasonable-26, assume-28) mark(allowed-42, that-29) case(1800s-34, as-31) case(1800s-34, in-32) det(1800s-34, the-33) nmod:as(allowed-42, 1800s-34) appos(1800s-34, Kotz-36) nummod(Kotz-36, 1922:146-37) amod(trade-41, such-40) nsubj(allowed-42, trade-41) ccomp(assume-28, allowed-42) dobj(allowed-42, juniors-43) nsubj(obtain-47, juniors-43) cc(juniors-43, and-44) dobj(allowed-42, clients-45) conj:and(juniors-43, clients-45) nsubj(obtain-47, clients-45) mark(obtain-47, to-46) xcomp(allowed-42, obtain-47) dobj(obtain-47, livestock-48) advmod(obtain-47, independently-49) case(seniors-52, of-50) nmod:poss(seniors-52, their-51) nmod:of(obtain-47, seniors-52) cc(seniors-52, and-53) nmod:of(obtain-47, patrons-54) conj:and(seniors-52, patrons-54)  ",cattle,16,"case(cattle-16, for-15) nmod:on(cattle-16, relationships-19) nmod:for(crops-14, cattle-16) ",the exchange of crops for cattle on political relationships in the,NNS,[],,,,,,,,,"[('on', 'relationships'), ('for', 'crops')]","['on', 'for']",['crops'],['relationships'],[],,[],[],[],[],[],[],[],[],[],['for'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
