sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Flash-edited video clips depicting rampaging tornadoes , brilliant lightning strikes , and damaging hail are often used in home-video productions .","Flash-edited/JJ video/NN clips/NNS depicting/VBG rampaging/VBG tornadoes/NNS ,/, brilliant/JJ lightning/NN strikes/NNS ,/, and/CC damaging/JJ hail/NN are/VBP often/RB used/VBN in/IN home-video/JJ productions/NNS ./."," amod(clips-3, Flash-edited-1) compound(clips-3, video-2) nsubjpass(used-17, clips-3) acl(clips-3, depicting-4) advcl(depicting-4, rampaging-5) dobj(rampaging-5, tornadoes-6) amod(strikes-10, brilliant-8) compound(strikes-10, lightning-9) dobj(rampaging-5, strikes-10) conj:and(tornadoes-6, strikes-10) cc(tornadoes-6, and-12) amod(hail-14, damaging-13) dobj(rampaging-5, hail-14) conj:and(tornadoes-6, hail-14) auxpass(used-17, are-15) advmod(used-17, often-16) root(ROOT-0, used-17) case(productions-20, in-18) amod(productions-20, home-video-19) nmod:in(used-17, productions-20)  ",lightning,9,"compound(strikes-10, lightning-9) ","depicting rampaging tornadoes , brilliant lightning strikes , and damaging hail",NN,[],rampaging,VBG,object,,,rampaging,rampage,[],[],[],[],[],[],,[],[],[],['strikes'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"Material from another company , Storm Chasing Adventure Tours , whose goal is to "" seek out and witness spectacular explosive supercell thunderstorms , stunning vivid lightning , large hail , massive wall clouds , and violent tornadoes , "" more overtly capitalizes on a sensational representation of storm chasing ( 2000 ) .","Material/NNP from/IN another/DT company/NN ,/, Storm/VBG Chasing/NNP Adventure/NNP Tours/NNP ,/, whose/WP$ goal/NN is/VBZ to/TO ''/'' seek/VB out/RP and/CC witness/VBG spectacular/JJ explosive/JJ supercell/JJ thunderstorms/NNS ,/, stunning/JJ vivid/JJ lightning/NN ,/, large/JJ hail/NN ,/, massive/JJ wall/NN clouds/NNS ,/, and/CC violent/JJ tornadoes/NNS ,/, ''/'' more/JJR overtly/NNS capitalizes/VBZ on/IN a/DT sensational/JJ representation/NN of/IN storm/NN chasing/NN -LRB-/-LRB- 2000/CD -RRB-/-RRB- ./."," nsubj(capitalizes-43, Material-1) case(company-4, from-2) det(company-4, another-3) nmod:from(Material-1, company-4) advcl(capitalizes-43, Storm-6) compound(Tours-9, Chasing-7) compound(Tours-9, Adventure-8) dobj(Storm-6, Tours-9) nmod:poss(goal-12, Tours-9) ref(Tours-9, whose-11) nsubj(is-13, goal-12) nsubj(seek-16, goal-12) acl:relcl(Tours-9, is-13) mark(seek-16, to-14) xcomp(is-13, seek-16) compound:prt(seek-16, out-17) cc(Storm-6, and-18) conj:and(Storm-6, witness-19) advcl(capitalizes-43, witness-19) amod(thunderstorms-23, spectacular-20) amod(thunderstorms-23, explosive-21) amod(thunderstorms-23, supercell-22) dobj(witness-19, thunderstorms-23) amod(lightning-27, stunning-25) amod(lightning-27, vivid-26) dobj(witness-19, lightning-27) conj:and(thunderstorms-23, lightning-27) amod(hail-30, large-29) dobj(witness-19, hail-30) conj:and(thunderstorms-23, hail-30) amod(clouds-34, massive-32) compound(clouds-34, wall-33) dobj(witness-19, clouds-34) conj:and(thunderstorms-23, clouds-34) cc(thunderstorms-23, and-36) amod(tornadoes-38, violent-37) dobj(witness-19, tornadoes-38) conj:and(thunderstorms-23, tornadoes-38) amod(overtly-42, more-41) nsubj(capitalizes-43, overtly-42) root(ROOT-0, capitalizes-43) case(representation-47, on-44) det(representation-47, a-45) amod(representation-47, sensational-46) nmod:on(capitalizes-43, representation-47) case(chasing-50, of-48) compound(chasing-50, storm-49) nmod:of(representation-47, chasing-50) appos(chasing-50, 2000-52)  ",lightning,27,"amod(lightning-27, stunning-25) amod(lightning-27, vivid-26) dobj(witness-19, lightning-27) conj:and(thunderstorms-23, lightning-27) ","supercell thunderstorms , stunning vivid lightning , large hail , massive",NN,[],witness,VBG,object,,,witness,witness,[],[],[],[],[],[],,"[('and', 'thunderstorms')]",['and'],['thunderstorms'],[],"['stunning', 'vivid']","[0.105, 0.025]","[0.048125, 0.665]","[0.08449999999999999, 0.015]","[0.12541666666666668, 0.0525]","[0.1075, 0.0275]","[0.03, 0.02]","[0.0725, 0.0425]","[0.014583333333333335, 0.005]","[0.053, 0.0225]","[0.09791666666666668, 0.028333333333333335]","[0.0275, 0.015]","[0.17895833333333336, 0.05166666666666666]","[0.055, 0.03]",[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"The banner on the company 's Internet homepage reads : "" Come see spectacular explosive thunderstorms , fiery lightning and spectacular tornadoes .","The/DT banner/NN on/IN the/DT company/NN 's/POS Internet/NN homepage/NN reads/VBZ :/: ''/'' Come/NNP see/VBP spectacular/JJ explosive/JJ thunderstorms/NNS ,/, fiery/JJ lightning/NN and/CC spectacular/JJ tornadoes/NNS ./."," det(banner-2, The-1) nsubj(reads-9, banner-2) case(homepage-8, on-3) det(company-5, the-4) nmod:poss(homepage-8, company-5) case(company-5, 's-6) compound(homepage-8, Internet-7) nmod:on(banner-2, homepage-8) root(ROOT-0, reads-9) nsubj(see-13, Come-12) parataxis(reads-9, see-13) amod(thunderstorms-16, spectacular-14) amod(thunderstorms-16, explosive-15) dobj(see-13, thunderstorms-16) amod(lightning-19, fiery-18) dobj(see-13, lightning-19) conj:and(thunderstorms-16, lightning-19) cc(thunderstorms-16, and-20) amod(tornadoes-22, spectacular-21) dobj(see-13, tornadoes-22) conj:and(thunderstorms-16, tornadoes-22)  ",lightning,19,"amod(lightning-19, fiery-18) dobj(see-13, lightning-19) conj:and(thunderstorms-16, lightning-19) ","spectacular explosive thunderstorms , fiery lightning and spectacular tornadoes .",NN,[],see,VBP,object,,,see,see,[],[],[],[],[],[],,"[('and', 'thunderstorms')]",['and'],['thunderstorms'],[],['fiery'],[0.0775],[0.1537083333333333],[0.03729166666666667],[0.055],[0.145],[0.025],[0.0215],[0.07166666666666666],[0.2512083333333333],[0.017499999999999998],[0.0325],[0.06775],[0.044375],[],[],[],[],[],[],[],[],[],[],,,singular,linked,plural,['EX-PL'],countable,unknown
"Other than reports of picturesque supercell thunderstorms and impressive lightning events , the most significant events reported in this region included a shredded tire and a blown automobile engine .","Other/JJ than/IN reports/NNS of/IN picturesque/JJ supercell/JJ thunderstorms/NNS and/CC impressive/JJ lightning/NN events/NNS ,/, the/DT most/RBS significant/JJ events/NNS reported/VBN in/IN this/DT region/NN included/VBD a/DT shredded/JJ tire/NN and/CC a/DT blown/JJ automobile/NN engine/NN ./."," nsubj(included-21, Other-1) case(reports-3, than-2) nmod:than(Other-1, reports-3) case(thunderstorms-7, of-4) amod(thunderstorms-7, picturesque-5) amod(thunderstorms-7, supercell-6) nmod:of(reports-3, thunderstorms-7) cc(reports-3, and-8) amod(events-11, impressive-9) compound(events-11, lightning-10) nmod:than(Other-1, events-11) conj:and(reports-3, events-11) det(events-16, the-13) advmod(events-16, most-14) amod(events-16, significant-15) appos(events-11, events-16) acl(events-16, reported-17) case(region-20, in-18) det(region-20, this-19) nmod:in(reported-17, region-20) root(ROOT-0, included-21) det(tire-24, a-22) amod(tire-24, shredded-23) dobj(included-21, tire-24) cc(tire-24, and-25) det(engine-29, a-26) amod(engine-29, blown-27) compound(engine-29, automobile-28) dobj(included-21, engine-29) conj:and(tire-24, engine-29)  ",lightning,10,"compound(events-11, lightning-10) ","picturesque supercell thunderstorms and impressive lightning events , the most significant",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['events'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
He noted that it was a banner year for wildflowers across the Southern Plains and a time for spectacular sunsets and daytime lightning events .,He/PRP noted/VBD that/IN it/PRP was/VBD a/DT banner/NN year/NN for/IN wildflowers/NNS across/IN the/DT Southern/NNP Plains/NNPS and/CC a/DT time/NN for/IN spectacular/JJ sunsets/NNS and/CC daytime/JJ lightning/NN events/NNS ./.," nsubj(noted-2, He-1) root(ROOT-0, noted-2) mark(year-8, that-3) nsubj(year-8, it-4) cop(year-8, was-5) det(year-8, a-6) compound(year-8, banner-7) ccomp(noted-2, year-8) case(wildflowers-10, for-9) nmod:for(year-8, wildflowers-10) case(Plains-14, across-11) det(Plains-14, the-12) compound(Plains-14, Southern-13) nmod:across(wildflowers-10, Plains-14) cc(wildflowers-10, and-15) det(time-17, a-16) nmod:for(year-8, time-17) conj:and(wildflowers-10, time-17) case(sunsets-20, for-18) amod(sunsets-20, spectacular-19) nmod:for(time-17, sunsets-20) cc(sunsets-20, and-21) amod(events-24, daytime-22) compound(events-24, lightning-23) nmod:for(time-17, events-24) conj:and(sunsets-20, events-24)  ",lightning,23,"compound(events-24, lightning-23) ",for spectacular sunsets and daytime lightning events .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['events'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"As Chuck Doswell 's accounts , in particular , show , significant reward is also found in observing towering supercell thunderstorms , watching magnificent shows of lightning , and even in traveling through patches of picturesque countryside .","As/IN Chuck/NNP Doswell/NNP 's/POS accounts/NNS ,/, in/IN particular/JJ ,/, show/VBP ,/, significant/JJ reward/NN is/VBZ also/RB found/VBN in/IN observing/VBG towering/JJ supercell/JJ thunderstorms/NNS ,/, watching/VBG magnificent/JJ shows/NNS of/IN lightning/NN ,/, and/CC even/RB in/RB traveling/VBG through/IN patches/NNS of/IN picturesque/JJ countryside/NN ./."," mark(show-10, As-1) compound(Doswell-3, Chuck-2) nmod:poss(accounts-5, Doswell-3) case(Doswell-3, 's-4) nsubj(show-10, accounts-5) case(particular-8, in-7) advcl:in(show-10, particular-8) advcl(found-16, show-10) amod(reward-13, significant-12) nsubjpass(found-16, reward-13) auxpass(found-16, is-14) advmod(found-16, also-15) root(ROOT-0, found-16) mark(observing-18, in-17) advcl(found-16, observing-18) amod(thunderstorms-21, towering-19) amod(thunderstorms-21, supercell-20) dobj(observing-18, thunderstorms-21) advcl(found-16, watching-23) conj:and(observing-18, watching-23) amod(shows-25, magnificent-24) dobj(watching-23, shows-25) case(lightning-27, of-26) nmod:of(shows-25, lightning-27) cc(observing-18, and-29) advmod(traveling-32, even-30) advmod(traveling-32, in-31) advcl(found-16, traveling-32) conj:and(observing-18, traveling-32) case(patches-34, through-33) nmod:through(traveling-32, patches-34) case(countryside-37, of-35) amod(countryside-37, picturesque-36) nmod:of(patches-34, countryside-37)  ",lightning,27,"case(lightning-27, of-26) nmod:of(shows-25, lightning-27) ",", watching magnificent shows of lightning , and even in traveling",NN,[],,,,,,,,,"[('of', 'shows')]",['of'],['shows'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
If it is a bird which the soul of the e magic has entered then it will descend to earth like a flash of lightning .,If/IN it/PRP is/VBZ a/DT bird/NN which/WDT the/DT soul/NN of/IN the/DT e/JJ magic/NN has/VBZ entered/VBN then/RB it/PRP will/MD descend/VB to/TO earth/NN like/IN a/DT flash/NN of/IN lightning/NN ./.," mark(bird-5, If-1) nsubj(bird-5, it-2) cop(bird-5, is-3) det(bird-5, a-4) dobj(entered-14, bird-5) advcl(descend-18, bird-5) ref(bird-5, which-6) det(soul-8, the-7) nsubj(entered-14, soul-8) case(magic-12, of-9) det(magic-12, the-10) amod(magic-12, e-11) nmod:of(soul-8, magic-12) aux(entered-14, has-13) acl:relcl(bird-5, entered-14) advmod(entered-14, then-15) nsubj(descend-18, it-16) aux(descend-18, will-17) root(ROOT-0, descend-18) case(earth-20, to-19) nmod:to(descend-18, earth-20) case(flash-23, like-21) det(flash-23, a-22) nmod:like(descend-18, flash-23) case(lightning-25, of-24) nmod:of(flash-23, lightning-25)  ",lightning,25,"case(lightning-25, of-24) nmod:of(flash-23, lightning-25) ",earth like a flash of lightning .,NN,[],,,,,,,,,"[('of', 'flash')]",['of'],['flash'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"( n18 ) In Trinidad , the Indian deity Kali can merge with Shango , the Yoruba god of thunder , lightning , and associated elements.","-LRB-/-LRB- n18/CD -RRB-/-RRB- In/IN Trinidad/NNP ,/, the/DT Indian/JJ deity/NN Kali/NNP can/MD merge/VB with/IN Shango/NNP ,/, the/DT Yoruba/NNP god/NN of/IN thunder/NN ,/, lightning/NN ,/, and/CC associated/JJ elements/NNS ./."," ccomp(merge-12, n18-2) case(Trinidad-5, In-4) nmod:in(n18-2, Trinidad-5) det(Kali-10, the-7) amod(Kali-10, Indian-8) compound(Kali-10, deity-9) nsubj(merge-12, Kali-10) aux(merge-12, can-11) root(ROOT-0, merge-12) case(Shango-14, with-13) nmod:with(merge-12, Shango-14) det(god-18, the-16) compound(god-18, Yoruba-17) nmod:with(merge-12, god-18) conj:and(Shango-14, god-18) case(thunder-20, of-19) nmod:of(god-18, thunder-20) nmod:with(merge-12, lightning-22) conj:and(Shango-14, lightning-22) cc(Shango-14, and-24) amod(elements-26, associated-25) nmod:with(merge-12, elements-26) conj:and(Shango-14, elements-26)  ",lightning,22,"nmod:with(merge-12, lightning-22) conj:and(Shango-14, lightning-22) ","Yoruba god of thunder , lightning , and associated elements.",NN,[],,,,,,,,,"[('with', 'merge')]",['with'],['merge'],[],[],,"[('and', 'Shango')]",['and'],['Shango'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Two months later , he recalls , "" like a lightning bolt , I came up with Elmo . ""","Two/CD months/NNS later/RB ,/, he/PRP recalls/VBZ ,/, ''/'' like/IN a/DT lightning/NN bolt/NN ,/, I/PRP came/VBD up/RP with/IN Elmo/NNP ./. ''/''"," nummod(months-2, Two-1) nmod:tmod(recalls-6, months-2) advmod(months-2, later-3) nsubj(recalls-6, he-5) root(ROOT-0, recalls-6) case(bolt-12, like-9) det(bolt-12, a-10) compound(bolt-12, lightning-11) dep(came-15, bolt-12) nsubj(came-15, I-14) ccomp(recalls-6, came-15) compound:prt(came-15, up-16) case(Elmo-18, with-17) nmod:with(came-15, Elmo-18)  ",lightning,11,"compound(bolt-12, lightning-11) ","recalls , "" like a lightning bolt , I came up",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['bolt'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
You are three times as likely to die prematurely from getting hit by lightning than from exposure to asbestos in buildings .,You/PRP are/VBP three/CD times/NNS as/RB likely/JJ to/TO die/VB prematurely/RB from/IN getting/VBG hit/VBN by/IN lightning/NN than/IN from/IN exposure/NN to/TO asbestos/NN in/IN buildings/NNS ./.," nsubj(likely-6, You-1) nsubj(die-8, You-1) cop(likely-6, are-2) nummod(times-4, three-3) nmod:npmod(as-5, times-4) advmod(likely-6, as-5) root(ROOT-0, likely-6) mark(die-8, to-7) xcomp(likely-6, die-8) advmod(die-8, prematurely-9) mark(getting-11, from-10) advcl(die-8, getting-11) dep(getting-11, hit-12) case(lightning-14, by-13) nmod:by(hit-12, lightning-14) case(exposure-17, than-15) case(exposure-17, from-16) nmod:than(hit-12, exposure-17) case(asbestos-19, to-18) nmod:to(hit-12, asbestos-19) case(buildings-21, in-20) nmod:in(asbestos-19, buildings-21)  ",lightning,14,"case(lightning-14, by-13) nmod:by(hit-12, lightning-14) ",prematurely from getting hit by lightning than from exposure to asbestos,NN,[],,,,,,,,,"[('by', 'hit')]",['by'],['hit'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['by'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
Then it seems like the lightning rod of hell .,Then/RB it/PRP seems/VBZ like/IN the/DT lightning/NN rod/NN of/IN hell/NN ./.," advmod(seems-3, Then-1) nsubj(seems-3, it-2) root(ROOT-0, seems-3) case(rod-7, like-4) det(rod-7, the-5) compound(rod-7, lightning-6) nmod:like(seems-3, rod-7) case(hell-9, of-8) nmod:of(rod-7, hell-9)  ",lightning,6,"compound(rod-7, lightning-6) ",Then it seems like the lightning rod of hell .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['rod'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"to compel me to insure him against lightning . """,to/TO compel/VB me/PRP to/TO insure/VB him/PRP against/IN lightning/NN ./. ''/''," mark(compel-2, to-1) root(ROOT-0, compel-2) dobj(compel-2, me-3) nsubj(insure-5, me-3) mark(insure-5, to-4) xcomp(compel-2, insure-5) dobj(insure-5, him-6) case(lightning-8, against-7) nmod:against(insure-5, lightning-8)  ",lightning,8,"case(lightning-8, against-7) nmod:against(insure-5, lightning-8) ","me to insure him against lightning . """,NN,[],,,,,,,,,"[('against', 'insure')]",['against'],['insure'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['against'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"In the high Andes of Peru , healers diagnose ailments by reading coca leaves , a practice reserved for those who have survived a lightning strike .","In/IN the/DT high/JJ Andes/NNS of/IN Peru/NNP ,/, healers/NNS diagnose/VBD ailments/NNS by/IN reading/VBG coca/NN leaves/NNS ,/, a/DT practice/NN reserved/VBN for/IN those/DT who/WP have/VBP survived/VBN a/DT lightning/NN strike/NN ./."," case(Andes-4, In-1) det(Andes-4, the-2) amod(Andes-4, high-3) nmod:in(diagnose-9, Andes-4) case(Peru-6, of-5) nmod:of(Andes-4, Peru-6) nsubj(diagnose-9, healers-8) root(ROOT-0, diagnose-9) dobj(diagnose-9, ailments-10) mark(reading-12, by-11) advcl(diagnose-9, reading-12) compound(leaves-14, coca-13) dobj(reading-12, leaves-14) det(practice-17, a-16) dobj(diagnose-9, practice-17) acl(practice-17, reserved-18) case(those-20, for-19) nmod:for(reserved-18, those-20) nsubj(survived-23, those-20) ref(those-20, who-21) aux(survived-23, have-22) acl:relcl(those-20, survived-23) det(strike-26, a-24) compound(strike-26, lightning-25) dobj(survived-23, strike-26)  ",lightning,25,"compound(strike-26, lightning-25) ",those who have survived a lightning strike .,NN,[],survived,VBN,object,,,survived,survive,[],[],[],[],[],[],,[],[],[],['strike'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> 
##2020110 Section : NATIONAL AFFAIRS As outrage grows over the cost of the thrift bailout , the political blame game heats -- up and the president 's son is a lightning rod <p> Neil Bush faced a hard choice last January .","<p>/NNP ##/NNP 2020110/NNP Section/NNP :/: NATIONAL/NNP AFFAIRS/VBZ As/IN outrage/NN grows/VBZ over/IN the/DT cost/NN of/IN the/DT thrift/NN bailout/NN ,/, the/DT political/JJ blame/NN game/NN heats/VBZ --/: up/RB and/CC the/DT president/NN 's/POS son/NN is/VBZ a/DT lightning/NN rod/NN <p>/NN Neil/NNP Bush/NNP faced/VBD a/DT hard/JJ choice/NN last/JJ January/NNP ./."," compound(Section-4, <p>-1) compound(Section-4, ##-2) compound(Section-4, 2020110-3) root(ROOT-0, Section-4) nsubj(AFFAIRS-7, NATIONAL-6) parataxis(Section-4, AFFAIRS-7) mark(grows-10, As-8) nsubj(grows-10, outrage-9) advcl(heats-23, grows-10) case(cost-13, over-11) det(cost-13, the-12) nmod:over(grows-10, cost-13) case(bailout-17, of-14) det(bailout-17, the-15) compound(bailout-17, thrift-16) nmod:of(cost-13, bailout-17) det(game-22, the-19) amod(game-22, political-20) compound(game-22, blame-21) nsubj(heats-23, game-22) ccomp(AFFAIRS-7, heats-23) advmod(AFFAIRS-7, up-25) cc(AFFAIRS-7, and-26) det(president-28, the-27) nmod:poss(son-30, president-28) case(president-28, 's-29) nsubj(<p>-35, son-30) cop(<p>-35, is-31) det(<p>-35, a-32) compound(<p>-35, lightning-33) compound(<p>-35, rod-34) parataxis(Section-4, <p>-35) conj:and(AFFAIRS-7, <p>-35) compound(Bush-37, Neil-36) nsubj(faced-38, Bush-37) acl:relcl(<p>-35, faced-38) det(choice-41, a-39) amod(choice-41, hard-40) dobj(faced-38, choice-41) amod(January-43, last-42) nmod:tmod(faced-38, January-43)  ",lightning,33,"compound(<p>-35, lightning-33) ",'s son is a lightning rod <p> Neil Bush faced a,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
