Noun,Noun Count,NN Count,NN Percentage,NNS Count,NNS Percentage,NNP Count,NNP Percentage,NNPS Count,NNPS Percentage,Plural Noun Count,Plural Noun Percentage,Singular Noun Count,Singular Noun Percentage,Bare Plural Noun Count,Bare Plural Noun Percentage,Bare Singular Noun Count,Bare Singular Noun Percentage,Linked Noun Count,Linked Noun Percentage,Noun Negation Count,Noun Negation Percentage,Verb Construction Count,Verb Construction Percentage,VB Count,VB Percentage,VBD Count,VBD Percentage,VBG Count,VBG Percentage,VBN Count,VBN Percentage,VBP Count,VBP Percentage,VBZ Count,VBZ Percentage,Plural Verb Count,Plural Verb Percentage,Singular Verb Count,Singular Verb Percentage,Verb Subject Count,Verb Subject Percentage,Unique Verb Subject Count,Significant Verb Subjects,Significant Verb Subject Count,Verb Object Count,Verb Object Percentage,Unique Verb Object Count,Significant Verb Objects,Significant Verb Object Count,Verb Negation Count,Verb Negation Percentage,Prepositional Phrase Count,Prepositional Phrase Percentage,Prepositional Subject Count,Prepositional Subject Percentage,Unique Prepositional Subject Count,Significant Prepositional Subjects,Prepositional Object Count,Prepositional Object Percentage,Unique Prepositional Object Count,Significant Prepositional Objects,Determiner Count,Determiner Percentage,Unique Determiner Count,Significant Determiners,Indefinite Article Count,Indefinite Article Percentage,Definite Article Count,Definite Article Percentage,Demonstrative Pronoun Count,Demonstrative Pronoun Percentage,Quantifier Count,Quantifier Percentage,Other Determiner Count,Other Determiner Percentage,Conjoined Count,Conjoined Percentage,Unique Conjoined Count,Significant Conjoined,Compound Count,Compound Percentage,Unique Compound Count,Significant Compounds,Adjective Count,Adjective Percentage,Unique Adjective Count,Significant Adjectives,Possesed Count,Possesed Percentage,Unique Possesed Count,Significant Possesed,Possesive Count,Possesive Percentage,Numeric Count,Numeric Percentage,Adverb Count,Adverb Percentage,Appositive Count,Appositive Percentage,Appositional Modifier Count,Appositional Modifier Percentage,Unique Appositional Modifier Count,Significant Appositional Modifiers,Modified Appositive Count,Modified Appositive Percentage,Unique Modified Appositive Count,Significant Modified Appositives,Modal Count,Modal Percentage,Conditional Count,Conditional Percentage,Denumerator Count,Denumerator Percentage,Unit Denumerator Count,Unit Denumerator Percentage,Fuzzy Denumerator Count,Fuzzy Denumerator Percentage,Other Denumerator Count,Other Denumerator Percentage,Allan Count,Allan Percentage,A N Count,A N Percentage,F Ns Count,F Ns Percentage,Ex Pl Count,Ex Pl Percentage,O Den Count,O Den Percentage,All N Count,All N Percentage,Countable Count,Countable Percentage,Uncountable Count,Uncountable Percentage,Verdical Count,Verdical Percentage,NonVerdical Count,NonVerdical Percentage
landlord,408,246,0.60,158,0.39,4,0.01,0,0,158,0.39,248,0.61,131,0.32,40,0.10,237,0.58,2,0.00,200,0.49,44,0.22,62,0.31,9,0.04,22,0.11,30,0.15,33,0.17,30,0.15,33,0.17,142,0.71,79,"{'be': 20, 'have': 12}",2,58,0.29,35,"{'pay': 4, 'be': 12}",2,9,0.04,175,0.43,148,0.85,139,{},27,0.15,24,{'problem': 4},187,0.46,10,"{'a': 32, 'the': 143, 'some': 3, 'an': 3}",35,0.19,124,0.66,2,0.01,1,0.01,24,0.13,92,0.23,66,"{'tenants': 8, 'tenant': 7}",42,0.10,37,{},91,0.22,57,"{'local': 10, 'absentee': 7}",23,0.06,22,{},48,0.12,2,0.00,5,0.01,34,0.08,5,0.15,5,"{'bandidos': 1, 'clientele': 1, 'publicist': 1, 'sides': 1, 'outsider': 1}",12,0.35,12,{},1,0.00,1,0.00,43,0.11,34,0.79,6,0.14,3,0.07,51,0.12,34,0.67,6,0.12,8,0.16,3,0.06,0,0,49,0.12,0,0,11,0.03,2,0.00
landscape,5219,4187,0.80,1022,0.20,10,0.00,0,0,1019,0.20,4188,0.80,652,0.12,1232,0.24,3335,0.64,18,0.00,2105,0.40,401,0.19,383,0.18,246,0.12,286,0.14,286,0.14,475,0.23,286,0.14,475,0.23,934,0.44,351,{'be': 251},1,1171,0.56,403,"{'paint': 68, 'be': 94}",2,25,0.01,3165,0.61,2336,0.74,1364,{},829,0.26,601,{},2957,0.57,15,"{'a': 622, 'both': 4, 'all': 4, 'that': 22, 'these': 24, 'some': 5, 'an': 77, 'this': 91, 'every': 5, 'another': 3, 'such': 3, 'the': 2077, 'any': 12, 'those': 7}",674,0.23,1936,0.65,124,0.04,18,0.01,200,0.07,710,0.14,444,{},1349,0.26,582,{'painting': 100},2143,0.41,834,{},22,0.00,22,{},360,0.07,19,0.00,105,0.02,322,0.06,72,0.22,65,{},89,0.28,85,{},4,0.00,11,0.00,708,0.14,672,0.95,10,0.01,26,0.04,875,0.17,671,0.77,10,0.01,168,0.19,26,0.03,0,0,851,0.16,0,0,42,0.01,15,0.00
lane,822,471,0.57,344,0.42,7,0.01,0,0,341,0.41,477,0.58,196,0.24,79,0.10,547,0.67,3,0.00,302,0.37,76,0.25,62,0.21,49,0.16,31,0.10,43,0.14,40,0.13,43,0.14,40,0.13,97,0.32,64,{'be': 20},1,205,0.68,122,{'be': 13},1,0,0.00,598,0.73,443,0.74,325,{},155,0.26,122,{},450,0.55,11,"{'a': 98, 'both': 3, 'all': 2, 'this': 2, 'an': 9, 'these': 4, 'each': 3, 'the': 326}",105,0.23,308,0.68,7,0.02,4,0.01,26,0.06,111,0.14,85,{'paths': 11},309,0.38,117,"{'dust': 30, 'country': 19, 'bike': 45, 'change': 13, 'sea': 18}",363,0.44,158,"{'dark': 30, 'narrow': 25, 'fast': 49}",1,0.00,1,{'capacity': 1},44,0.05,61,0.07,18,0.02,34,0.04,10,0.29,10,{},7,0.21,7,"{'sweetheart': 1, 'lifeline': 1, 'free': 1, 'hov': 1, 'exit': 1, 'hound': 1, 'racks': 1}",3,0.00,3,0.00,169,0.21,118,0.70,2,0.01,49,0.29,182,0.22,117,0.64,2,0.01,14,0.08,49,0.27,0,0,179,0.22,0,0,3,0.00,6,0.01
language,10865,9694,0.89,1155,0.11,16,0.00,0,0,1151,0.11,9707,0.89,706,0.06,5210,0.48,4949,0.46,73,0.01,4632,0.43,1097,0.24,696,0.15,527,0.11,505,0.11,526,0.11,1209,0.26,526,0.11,1209,0.26,2010,0.43,532,"{'be': 579, 'have': 56}",2,2622,0.57,565,"{'be': 266, 'use': 249, 'understand': 57, 'have': 104, 'learn': 144, 'speak': 303}",6,136,0.03,6561,0.60,4617,0.70,2179,{},1944,0.30,1188,{},3828,0.35,34,"{'a': 745, 'both': 23, 'all': 55, 'which': 8, 'that': 58, 'this': 88, 'some': 28, 'what': 10, 'whatever': 9, 'an': 68, 'these': 13, 'every': 12, 'another': 31, 'the': 2603, 'any': 43, 'those': 6}",826,0.22,2382,0.62,142,0.04,87,0.02,369,0.10,2214,0.20,967,{'culture': 138},2534,0.23,879,"{'body': 134, 'skills': 107}",4098,0.38,951,"{'own': 116, 'foreign': 180, 'other': 97, 'english': 149, 'new': 102, 'native': 99}",13,0.00,12,{'power': 2},944,0.09,230,0.02,223,0.02,842,0.08,180,0.21,157,{},241,0.29,206,{},22,0.00,66,0.01,1116,0.10,826,0.74,59,0.05,231,0.21,1560,0.14,819,0.53,58,0.04,437,0.28,231,0.15,15,0.01,1499,0.14,15,0.00,207,0.02,75,0.01
lap,806,621,0.77,184,0.23,1,0.00,0,0,183,0.23,622,0.77,80,0.10,135,0.17,591,0.73,0,0.00,219,0.27,70,0.32,38,0.17,37,0.17,10,0.05,28,0.13,36,0.16,28,0.13,36,0.16,41,0.19,28,{'be': 12},1,178,0.81,71,"{'swim': 12, 'be': 18, 'run': 19, 'take': 8, 'do': 23}",5,3,0.01,611,0.76,505,0.83,315,{},106,0.17,84,{},128,0.16,9,"{'a': 39, 'that': 2, 'each': 6, 'some': 1, 'an': 3, 'every': 5, 'another': 1, 'half': 1, 'the': 70}",41,0.32,66,0.52,1,0.01,10,0.08,9,0.07,47,0.06,38,"{'shoulder': 6, 'two': 4}",134,0.17,52,"{'belts': 10, 'dog': 7, 'times': 8, 'victory': 11, 'pool': 19, 'belt': 11}",109,0.14,64,{'last': 14},0,0.00,0,{},406,0.50,68,0.08,19,0.02,44,0.05,5,0.11,5,"{'laptops': 1, 'wins': 1, 'squares': 1, 'lap': 1, 'warmup': 1}",17,0.39,17,{},4,0.00,3,0.00,118,0.15,49,0.42,6,0.05,63,0.53,125,0.16,42,0.34,6,0.05,14,0.11,63,0.50,0,0,120,0.15,0,0,3,0.00,5,0.01
large,2,0,0,2,1.00,0,0,0,0,2,1.00,0,0,2,1.00,0,0,0,0,0,0.00,2,1.00,0,0,0,0,0,0,0,0,2,1.00,0,0,2,1.00,0,0,2,1.00,2,"{'go': 1, 'pour': 1}",2,0,0.00,0,{},0,0,0.00,0,0.00,0,0,0,{},0,0,0,{},0,0.00,0,{},0,0,0,0,0,0,0,0,0,0,0,0.00,0,{},1,0.50,1,{'effluves': 1},0,0.00,0,{},0,0.00,0,{},0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,{},0,0,0,{},0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latter,2225,2217,1.00,5,0.00,3,0.00,0,0,5,0.00,2220,1.00,0,0,15,0.01,2210,0.99,1,0.00,1274,0.57,213,0.17,289,0.23,41,0.03,224,0.18,156,0.12,338,0.27,156,0.12,338,0.27,1037,0.81,389,{'be': 296},1,237,0.19,154,"{'be': 19, 'choose': 18}",2,34,0.03,701,0.32,574,0.82,466,{},127,0.18,111,{},2209,0.99,6,"{'a': 1, 'both': 1, 'that': 1, 'this': 11, 'these': 14, 'the': 2181}",1,0.00,1742,0.79,16,0.01,0,0,449,0.20,84,0.04,78,{},5,0.00,4,"{'slot': 1, 'the': 1, 'fig': 2, 'days': 1}",19,0.01,17,{'the': 3},140,0.06,129,{},2,0.00,1,0.00,31,0.01,204,0.09,84,0.41,84,{},18,0.09,18,{},1,0.00,18,0.01,2,0.00,1,0.50,0,0,1,0.50,158,0.07,1,0.01,0,0,156,0.99,1,0.01,0,0,157,0.07,0,0,35,0.02,18,0.01
laugh,1132,934,0.83,180,0.16,18,0.02,0,0,179,0.16,937,0.83,129,0.11,364,0.32,639,0.56,8,0.01,423,0.37,90,0.21,124,0.29,32,0.08,20,0.05,57,0.13,94,0.22,57,0.13,94,0.22,83,0.20,49,{'be': 25},1,340,0.80,95,"{'be': 18, 'laugh': 14, 'give': 16, 'make': 30, 'get': 66, 'share': 19, 'have': 49}",7,3,0.01,497,0.44,378,0.76,191,{'says': 104},119,0.24,98,{},554,0.49,12,"{'a': 426, 'all': 4, 'that': 6, 'this': 2, 'some': 4, 'an': 18, 'every': 2, 'another': 3, 'each': 2, 'the': 85}",444,0.80,78,0.14,8,0.01,6,0.01,15,0.03,177,0.16,130,{},111,0.10,75,{'belly': 10},310,0.27,140,"{'big': 27, 'good': 20, 'last': 32, 'hearty': 16}",0,0.00,0,{},71,0.06,3,0.00,47,0.04,60,0.05,20,0.33,20,{},10,0.17,10,{},1,0.00,13,0.01,451,0.40,442,0.98,3,0.01,6,0.01,482,0.43,433,0.90,2,0.00,39,0.08,6,0.01,2,0.00,465,0.41,2,0.00,11,0.01,13,0.01
laughter,739,727,0.98,4,0.01,8,0.01,0,0,0,0,735,0.99,0,0,576,0.78,163,0.22,4,0.01,292,0.40,56,0.19,83,0.28,25,0.09,23,0.08,27,0.09,76,0.26,27,0.09,76,0.26,162,0.55,69,{'be': 57},1,130,0.45,78,"{'be': 15, 'hear': 18}",2,7,0.02,432,0.58,372,0.86,254,{},60,0.14,51,{},97,0.13,8,"{'a': 2, 'both': 1, 'all': 1, 'that': 8, 'these': 1, 'some': 2, 'the': 81, 'any': 1}",4,0.04,69,0.71,6,0.06,1,0.01,16,0.16,206,0.28,155,{},40,0.05,37,{},142,0.19,99,{},2,0.00,2,"{'force': 1, 'benefits': 1}",64,0.09,0,0.00,18,0.02,58,0.08,15,0.26,15,{},14,0.24,14,{},3,0.00,3,0.00,2,0.00,2,1.00,0,0,0,0,29,0.04,2,0.07,0,0,27,0.93,0,0,0,0,29,0.04,0,0,10,0.01,6,0.01
law,21550,15574,0.72,5968,0.28,8,0.00,0,0,5968,0.28,15572,0.72,3642,0.17,9447,0.44,8461,0.39,206,0.01,9612,0.45,2432,0.25,1807,0.19,884,0.09,1285,0.13,1238,0.13,1878,0.20,1238,0.13,1878,0.20,5263,0.55,836,"{'prohibit': 88, 'allow': 111, 'be': 947, 'require': 202, 'say': 100, 'have': 107, 'pass': 91, 'apply': 96, 'make': 111}",9,4349,0.45,727,"{'be': 345, 'violate': 199, 'make': 73, 'practice': 84, 'break': 160, 'have': 165, 'pass': 215, 'become': 123, 'enforce': 157, 'change': 75}",10,362,0.04,11666,0.54,9050,0.78,2944,{'rule': 369},2616,0.22,1113,{'physics': 115},7680,0.36,17,"{'a': 929, 'both': 22, 'all': 75, 'any': 93, 'that': 79, 'these': 181, 'some': 49, 'what': 3, 'an': 99, 'this': 178, 'every': 11, 'either': 4, 'another': 8, 'such': 24, 'neither': 3, 'the': 5866, 'those': 56}",1013,0.13,5323,0.69,383,0.05,146,0.02,761,0.10,2962,0.14,1076,"{'regulations': 127, 'economics': 114, 'order': 142, 'law': 113}",7568,0.35,1395,"{'firm': 331, 'enforcement': 313, 'school': 499, 'tax': 140, 'state': 530, 'firms': 209}",6943,0.32,939,"{'natural': 189, 'antitrust': 142, 'federal': 483, 'constitutional': 146, 'civil': 95, 'current': 108, 'environmental': 310, 'common': 201, 'new': 436, 'martial': 112, 'international': 495, 'criminal': 134}",100,0.00,83,{},755,0.04,246,0.01,251,0.01,934,0.04,186,0.20,144,{},281,0.30,245,{},35,0.00,80,0.00,1237,0.06,940,0.76,29,0.02,268,0.22,1628,0.08,937,0.58,28,0.02,386,0.24,268,0.16,9,0.01,1604,0.07,9,0.00,567,0.03,95,0.00
lawn,1623,1381,0.85,174,0.11,68,0.04,0,0,173,0.11,1333,0.82,131,0.08,462,0.28,1030,0.63,5,0.00,659,0.41,197,0.30,105,0.16,124,0.19,57,0.09,77,0.12,95,0.14,77,0.12,95,0.14,229,0.35,107,{'be': 65},1,430,0.65,184,"{'mow': 71, 'have': 19}",2,10,0.02,811,0.50,665,0.82,484,{},146,0.18,127,{},746,0.46,11,"{'a': 196, 'all': 4, 'that': 3, 'this': 3, 'some': 2, 'an': 11, 'the': 522, 'any': 2}",195,0.26,502,0.67,7,0.01,3,0.00,37,0.05,227,0.14,144,{'garden': 25},466,0.29,162,"{'chairs': 24, 'house': 29, 'mowers': 29, 'mower': 46, 'chair': 21, 'white': 29, 'care': 22}",410,0.25,170,"{'front': 45, 'green': 29, 'manicured': 19}",10,0.01,10,{},210,0.13,6,0.00,26,0.02,108,0.07,13,0.12,13,{},41,0.38,40,{},0,0.00,3,0.00,199,0.12,195,0.98,1,0.01,3,0.02,262,0.16,195,0.74,1,0.00,62,0.24,3,0.01,1,0.00,253,0.16,1,0.00,15,0.01,3,0.00
lawyer,5944,2867,0.48,3071,0.52,6,0.00,0,0,3070,0.52,2873,0.48,2165,0.36,559,0.09,3220,0.54,50,0.01,3208,0.54,741,0.23,878,0.27,119,0.04,306,0.10,623,0.19,514,0.16,623,0.19,514,0.16,2218,0.69,540,"{'be': 323, 'say': 165, 'have': 80}",3,990,0.31,260,"{'become': 47, 'hire': 51, 'say': 40, 'have': 50, 'be': 224}",5,77,0.02,2275,0.38,1657,0.73,1035,{},618,0.27,437,{},2364,0.40,16,"{'a': 1323, 'both': 10, 'all': 28, 'that': 11, 'these': 21, 'some': 42, 'an': 85, 'this': 15, 'every': 12, 'another': 24, 'each': 2, 'the': 759, 'any': 17, 'those': 13}",1355,0.57,644,0.27,48,0.02,40,0.02,260,0.11,1348,0.23,652,{},1540,0.26,652,"{'trial': 143, 'defense': 104}",1145,0.19,370,"{'many': 57, 'other': 52, 'corporate': 46, 'young': 56}",183,0.03,137,{},756,0.13,160,0.03,128,0.02,1402,0.24,502,0.36,446,{},199,0.14,177,{},21,0.00,34,0.01,1547,0.26,1339,0.87,54,0.03,154,0.10,1597,0.27,1331,0.83,53,0.03,59,0.04,154,0.10,0,0,1561,0.26,0,0,127,0.02,47,0.01
layer,4575,2510,0.55,2052,0.45,13,0.00,0,0,2045,0.45,2509,0.55,1242,0.27,379,0.08,2954,0.65,5,0.00,2128,0.47,609,0.29,207,0.10,279,0.13,230,0.11,280,0.13,503,0.24,280,0.13,503,0.24,846,0.40,310,{'be': 173},1,1282,0.60,378,"{'apply': 53, 'add': 89, 'build': 62, 'have': 52, 'be': 48}",5,20,0.01,4619,1.01,2137,0.46,1194,{},2482,0.54,1093,{},2549,0.56,18,"{'a': 898, 'both': 3, 'all': 16, 'that': 17, 'these': 42, 'some': 5, 'an': 91, 'this': 64, 'every': 6, 'another': 60, 'each': 90, 'the': 1238, 'any': 5, 'those': 10}",928,0.36,1118,0.44,107,0.04,94,0.04,292,0.11,389,0.09,301,{},1045,0.23,346,"{'ozone': 204, 'cake': 51, 'surface': 41}",2418,0.53,621,"{'outer': 138, 'top': 102, 'single': 120, 'thin': 182, 'thick': 68, 'several': 68}",7,0.00,5,"{'magnetization': 2, 'agility': 1, 'topography': 1, 'role': 1, 'orientation': 2}",138,0.03,332,0.07,146,0.03,252,0.06,56,0.22,50,{},70,0.28,56,{'p': 11},6,0.00,6,0.00,1428,0.31,981,0.69,119,0.08,328,0.23,1512,0.33,965,0.64,119,0.08,100,0.07,328,0.22,0,0,1463,0.32,0,0,25,0.01,10,0.00
lead,2574,2285,0.89,288,0.11,1,0.00,0,0,288,0.11,2283,0.89,194,0.08,944,0.37,1436,0.56,18,0.01,1542,0.60,463,0.30,375,0.24,202,0.13,163,0.11,118,0.08,216,0.14,118,0.08,216,0.14,285,0.18,149,{'be': 82},1,1257,0.82,262,"{'be': 39, 'do': 27, 'give': 31, 'take': 271, 'have': 84, 'follow': 228, 'hold': 29}",7,28,0.02,1250,0.49,755,0.60,528,{},495,0.40,409,{},1086,0.42,15,"{'a': 245, 'all': 3, 'that': 25, 'this': 22, 'some': 6, 'an': 27, 'these': 9, 'every': 6, 'another': 2, 'such': 2, 'the': 726, 'any': 7, 'those': 4}",276,0.25,706,0.65,56,0.05,13,0.01,30,0.03,378,0.15,231,{'copper': 27},488,0.19,312,{'levels': 32},478,0.19,254,{'white': 33},4,0.00,4,"{'chemistry': 1, 'provenance': 1, 'nature': 1, 'realization': 1}",331,0.13,36,0.01,45,0.02,140,0.05,40,0.29,35,{},30,0.21,29,{},4,0.00,2,0.00,309,0.12,271,0.88,4,0.01,34,0.11,398,0.15,267,0.67,4,0.01,93,0.23,34,0.09,0,0,390,0.15,0,0,44,0.02,6,0.00
leader,13228,4890,0.37,8337,0.63,1,0.00,0,0,8337,0.63,4891,0.37,5503,0.42,1289,0.10,6436,0.49,92,0.01,7030,0.53,1487,0.21,2373,0.34,236,0.03,962,0.14,1229,0.17,690,0.10,1229,0.17,690,0.10,4808,0.68,924,"{'be': 780, 'say': 99, 'have': 215}",3,2222,0.32,534,"{'become': 180, 'have': 58, 'be': 629}",3,149,0.02,7767,0.59,4389,0.57,2199,{},3378,0.43,1581,{},4889,0.37,19,"{'a': 1292, 'both': 26, 'all': 50, 'any': 30, 'that': 16, 'this': 18, 'some': 147, 'an': 105, 'these': 101, 'every': 12, 'either': 2, 'another': 27, 'each': 8, 'such': 14, 'neither': 2, 'the': 2996, 'those': 41}",1414,0.29,2627,0.54,126,0.03,66,0.01,613,0.13,2422,0.18,1260,{},4757,0.36,1360,"{'world': 138, 'business': 241, 'community': 184, 'church': 203}",6508,0.49,999,"{'chinese': 100, 'religious': 294, 'national': 112, 'political': 404, 'other': 236, 'black': 121, 'military': 179, 'new': 118, 'many': 145, 'local': 106}",253,0.02,191,{},1400,0.11,281,0.02,332,0.03,1978,0.15,655,0.33,587,{},334,0.17,305,{},41,0.00,105,0.01,1766,0.13,1344,0.76,147,0.08,275,0.16,1835,0.14,1327,0.72,146,0.08,87,0.05,275,0.15,0,0,1803,0.14,0,0,240,0.02,127,0.01
leadership,5215,5187,0.99,23,0.00,5,0.00,0,0,14,0.00,5192,1.00,4,0.00,3221,0.62,1990,0.38,22,0.00,2238,0.43,652,0.29,483,0.22,187,0.08,337,0.15,149,0.07,409,0.18,149,0.07,409,0.18,1061,0.47,395,"{'be': 235, 'have': 41}",2,1177,0.53,383,"{'provide': 124, 'be': 61, 'assume': 57, 'take': 41, 'have': 54}",5,61,0.03,3057,0.59,2192,0.72,1314,{},865,0.28,552,{},1456,0.28,12,"{'a': 66, 'both': 6, 'all': 5, 'that': 11, 'this': 12, 'some': 13, 'an': 18, 'the': 1317, 'any': 5}",91,0.06,1206,0.83,20,0.01,10,0.01,126,0.09,853,0.16,538,{},1787,0.34,577,"{'skills': 72, 'positions': 77, 'role': 110, 'roles': 65}",1858,0.36,492,"{'new': 69, 'soviet': 52, 'political': 130}",27,0.01,27,{},529,0.10,10,0.00,54,0.01,190,0.04,47,0.25,46,{},48,0.25,47,{},1,0.00,10,0.00,94,0.02,79,0.84,1,0.01,14,0.15,245,0.05,79,0.32,0,0,147,0.60,14,0.06,5,0.02,237,0.05,5,0.00,83,0.02,10,0.00
league,2230,1799,0.81,427,0.19,4,0.00,0,0,427,0.19,1800,0.81,135,0.06,703,0.32,1392,0.62,16,0.01,775,0.35,137,0.18,240,0.31,58,0.07,102,0.13,90,0.12,135,0.17,90,0.12,135,0.17,364,0.47,177,"{'be': 87, 'have': 27}",2,411,0.53,148,"{'be': 103, 'lead': 47}",2,11,0.01,1032,0.46,802,0.78,512,{},230,0.22,194,{},1258,0.56,16,"{'a': 125, 'both': 12, 'all': 2, 'that': 7, 'this': 40, 'half': 2, 'some': 7, 'an': 12, 'every': 3, 'either': 3, 'another': 4, 'each': 8, 'the': 1027, 'any': 3, 'those': 2}",139,0.11,979,0.78,43,0.03,15,0.01,78,0.06,130,0.06,114,{},811,0.36,298,{'baseball': 84},533,0.24,106,"{'major': 108, 'big': 103, 'pro': 12, 'same': 30, 'professional': 34, 'new': 17, 'minor': 40}",183,0.08,131,{},107,0.05,42,0.02,45,0.02,98,0.04,13,0.13,13,{},36,0.37,31,{},1,0.00,18,0.01,205,0.09,137,0.67,7,0.03,61,0.30,261,0.12,137,0.52,6,0.02,57,0.22,61,0.23,0,0,257,0.12,0,0,27,0.01,16,0.01
leather,1356,1333,0.98,23,0.02,0,0,0,0,22,0.02,1333,0.98,17,0.01,1210,0.89,129,0.10,4,0.00,529,0.39,116,0.22,104,0.20,66,0.12,45,0.09,80,0.15,114,0.22,80,0.15,114,0.22,205,0.39,130,{'be': 35},1,324,0.61,160,"{'be': 19, 'wear': 49, 'have': 22}",3,7,0.01,298,0.22,263,0.88,199,{},35,0.12,33,{},105,0.08,6,"{'a': 24, 'this': 3, 'some': 2, 'an': 1, 'these': 1, 'the': 74}",26,0.25,61,0.58,4,0.04,0,0,14,0.13,249,0.18,179,{},896,0.66,348,"{'jacket': 59, 'boots': 43}",172,0.13,105,{'black': 22},2,0.00,2,"{'ability': 1, 'moisture': 1}",20,0.01,3,0.00,6,0.00,124,0.09,32,0.26,29,{'lift': 4},30,0.24,29,{},2,0.00,1,0.00,27,0.02,25,0.93,0,0,2,0.07,105,0.08,25,0.24,0,0,78,0.74,2,0.02,0,0,102,0.08,0,0,11,0.01,3,0.00
lecture,1462,1110,0.76,202,0.14,149,0.10,1,0.00,202,0.14,926,0.63,176,0.12,343,0.23,943,0.65,8,0.01,585,0.40,128,0.22,184,0.31,79,0.14,74,0.13,37,0.06,78,0.13,37,0.06,78,0.13,193,0.33,96,"{'be': 49, 'give': 11}",2,392,0.67,120,"{'hear': 17, 'be': 21, 'deliver': 24, 'attend': 39, 'give': 96}",5,9,0.02,805,0.55,619,0.77,407,{},186,0.23,175,{},537,0.37,14,"{'a': 289, 'all': 3, 'this': 11, 'an': 16, 'these': 13, 'every': 4, 'another': 2, 'each': 8, 'the': 183, 'any': 3, 'those': 2}",300,0.56,162,0.30,19,0.04,16,0.03,38,0.07,331,0.23,199,{},443,0.30,213,{'hall': 33},273,0.19,165,{'public': 20},4,0.00,4,"{'suggested': 1, 'workshops': 1, 'ideas': 1, 'contents': 1}",218,0.15,35,0.02,23,0.02,70,0.05,14,0.20,13,{'concerts': 2},21,0.30,19,"{'discussions': 2, 'concerts': 2}",3,0.00,4,0.00,346,0.24,297,0.86,5,0.01,44,0.13,375,0.26,297,0.79,5,0.01,29,0.08,44,0.12,0,0,373,0.26,0,0,17,0.01,5,0.00
left,3771,3768,1.00,3,0.00,0,0,0,0,3,0.00,3768,1.00,3,0.00,1745,0.46,2023,0.54,7,0.00,445,0.12,79,0.18,94,0.21,16,0.04,56,0.13,41,0.09,152,0.34,41,0.09,152,0.34,251,0.56,139,"{'be': 62, 'have': 18}",2,194,0.44,81,{'be': 80},1,3,0.01,2905,0.77,2427,0.84,1362,{'clockwise': 150},478,0.16,319,{'right': 52},1696,0.45,11,"{'a': 43, 'both': 9, 'this': 2, 'some': 2, 'an': 3, 'the': 1626, 'any': 4, 'those': 4}",44,0.03,1591,0.94,4,0.00,5,0.00,45,0.03,619,0.16,280,{'right': 244},163,0.04,131,{},706,0.19,145,"{'upper': 92, 'lower': 52, 'bottom': 49, 'top': 205, 'political': 23, 'american': 15}",12,0.00,12,{},329,0.09,9,0.00,90,0.02,868,0.23,324,0.37,271,{},110,0.13,96,{},8,0.00,16,0.00,62,0.02,45,0.73,2,0.03,15,0.24,101,0.03,45,0.45,0,0,41,0.41,15,0.15,0,0,96,0.03,0,0,10,0.00,23,0.01
leg,7090,3187,0.45,3892,0.55,11,0.00,0,0,3892,0.55,3183,0.45,1351,0.19,1016,0.14,4723,0.67,16,0.00,3481,0.49,1162,0.33,659,0.19,437,0.13,342,0.10,529,0.15,330,0.09,529,0.15,330,0.09,1170,0.34,387,{'be': 272},1,2311,0.66,533,"{'use': 57, 'extend': 63, 'break': 60, 'switch': 60, 'lift': 56, 'have': 180}",6,35,0.01,3290,0.46,2764,0.84,1438,{},526,0.16,334,{},1741,0.25,15,"{'a': 280, 'both': 76, 'all': 19, 'that': 22, 'this': 19, 'some': 4, 'an': 11, 'these': 6, 'either': 5, 'another': 2, 'each': 115, 'the': 1158, 'any': 2, 'those': 21}",291,0.17,1083,0.62,62,0.04,128,0.07,170,0.10,1292,0.18,462,"{'feet': 76, 'arm': 79, 'arms': 208}",1150,0.16,427,{'muscles': 71},2086,0.29,491,"{'lower': 90, 'right': 226, 'long': 75, 'broken': 67, 'other': 68, 'hind': 91, 'front': 61, 'left': 218}",8,0.00,8,"{'footholds': 1, 'heads': 1, 'fracturing': 1, 'stroke': 1, 'range': 1, 'version': 1, 'duration': 1, 'silhouette': 1}",2684,0.38,353,0.05,130,0.02,462,0.07,117,0.25,96,{},114,0.25,90,{},10,0.00,6,0.00,830,0.12,451,0.54,2,0.00,377,0.45,960,0.14,446,0.46,2,0.00,134,0.14,377,0.39,1,0.00,930,0.13,1,0.00,51,0.01,16,0.00
