sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"The presumed punishment would be the public , brutal execution of the guilty party or parties whose death would stand as a visible , awful symbol of the Monarchs ' justice .",justice,"case(justice-31, of-27) nmod:poss(justice-31, Monarchs-29) nmod:of(symbol-26, justice-31) ",NN,,,,,,,,of symbol,of,symbol,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,monarchs,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Though in a different context , Terry Eagleton 's remarks on justice pertain to the Monarchs ' quandry : <p> In order to preserve political stability , you need that fine mutuality of values which is justice ; yet to achieve this mutuality requires an abstract overarching structure ( law ) , and the very abstractness of this structure tends to strip situations of their determinate qualities , rendering them arbitrarily interchangeable with each other .",justice,"case(justice-12, on-11) acl(justice-12, pertain-13) nmod:on(remarks-10, justice-12) ",NN,,,,,,,,on remarks,on,remarks,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Though in a different context , Terry Eagleton 's remarks on justice pertain to the Monarchs ' quandry : <p> In order to preserve political stability , you need that fine mutuality of values which is justice ; yet to achieve this mutuality requires an abstract overarching structure ( law ) , and the very abstractness of this structure tends to strip situations of their determinate qualities , rendering them arbitrarily interchangeable with each other .",justice,"nsubj(justice-37, values-34) cop(justice-37, is-36) advmod(justice-37, yet-39) acl:relcl(values-34, justice-37) ",NN,,VBZ,,,is,be,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,yet,,,,,,,,singular,bare singular,singular,,unknown,unknown
"The rigorously impersonal transactions of justice must be maintained , if social order is not to crumble ; but the mercy which is officially ' supplementary ' to that justice threatens to erode it from the inside .",justice,"case(justice-6, of-5) nmod:of(transactions-4, justice-6) ",NN,,,,,,,,of transactions,of,transactions,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"The rigorously impersonal transactions of justice must be maintained , if social order is not to crumble ; but the mercy which is officially ' supplementary ' to that justice threatens to erode it from the inside .",justice,"case(justice-30, to-28) det(justice-30, that-29) nmod:to(supplementary-26, justice-30) ",NN,,,,,,,,to supplementary,to,supplementary,,that,demonstrative,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Yet after the failure of the mission to produce a punishable guilty party , they defer judgment , but in this case , judgment deferred is not justice lost .",justice,"nmod:in(justice-28, case-22) nsubj(justice-28, judgment-24) cop(justice-28, is-26) neg(justice-28, not-27) acl(justice-28, lost-29) conj:but(defer-16, justice-28) ",NN,not,DT,,,is,be,,in case,in,,case,,,but,defer,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,verdical
"The corruption of ministers ; the indebtedness of a crown which still lavishly bestowed mercedes , or grants and favours , from an empty royal treasury ; and the breakdown of so-called ' distributive justice , ' by which relative proportion was maintained between the various parts of Castilian society .",justice,"case(justice-35, of-31) nmod:poss(justice-35, so-called-32) amod(justice-35, distributive-34) ref(justice-35, which-39) acl:relcl(justice-35, maintained-43) nmod:of(breakdown-30, justice-35) nmod:by(maintained-43, justice-35) ",NN,,,,,,,,"of breakdown, by maintained","of, by","breakdown, maintained",,,,,,,distributive,[0.0475],[0.0175],[0.0],[0.0575],[0.0425],[0.017083333333333332],[0.10791666666666666],[0.015],[0.07],[0.13],[0.33],[0.0775],[0.0875],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Along with the other security forces , the army countered the attempts of the junta to introduce social reforms , to restore respect for human rights , and to bring to justice those engaged in the repression of the Romero years .",justice,"case(justice-32, to-31) nmod:to(bring-30, justice-32) ",NN,,,,,,,,to bring,to,bring,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
<p> Resistance critics were not embarrassed to join in what could with justice be described as a ganging up on Captain Vere .,justice,"case(justice-13, with-12) nmod:with(described-15, justice-13) ",NN,,,,,,,,with described,with,described,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Historically , this is apt : as Frederick I. Carpenter pointed out in 1953 , the American democracy did go on after Melville 's time to include the tempering of justice with mercy even in its martial law .",justice,"case(justice-31, of-30) nmod:of(tempering-29, justice-31) ",NN,,,,,,,,of tempering,of,tempering,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Honesty and truthfulness go without saying for the most part , but are especially important to remember when writing a letter of reference for a servant : "" In giving a character , it is scarcely necessary to say that the mistress should be guided by a sense of strict justice .",justice,"case(justice-51, of-49) amod(justice-51, strict-50) nmod:of(sense-48, justice-51) ",NN,,,,,,,,of sense,of,sense,,,,,,,strict,[0.0075],[0.0125],[0.0025],[0.0625],[0.015],[0.015],[0.0625],[0.0025],[0.0175],[0.6475],[0.045],[0.0525],[0.0575],,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> 
##4000395 ARTICLES <p> In my experience , the process of dispensing justice -- the true business of the courts -- is harmed in two ways by the politicization of the law schools .",justice,"dep(justice-14, business-18) dobj(dispensing-13, justice-14) ",NN,,VBG,,,dispensing,dispense,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Because of the coercive nature of the law we demand justice from the law , rather than the traditional academic desiderata of originality , creativity , and insight .",justice,"nmod:from(justice-11, law-14) cc(justice-11, rather-16) conj:negcc(justice-11, desiderata-21) dobj(demand-10, justice-11) ",NN,,VBP,,,demand,demand,,from law,from,,law,,,negcc,desiderata,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,plural,EX-PL,countable,unknown
<p> A fundamental requirement of justice in legal decisions is that like cases be treated alike .,justice,"case(justice-6, of-5) nmod:in(justice-6, decisions-9) nmod:of(requirement-4, justice-6) ",NN,,,,,,,,"in decisions, of requirement","in, of",requirement,decisions,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Few judges , regardless of their personal political views , want to work in a politicized system of justice .",justice,"case(justice-20, of-19) nmod:of(system-18, justice-20) ",NN,,,,,,,,of system,of,system,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"If we do not feel that we are doing justice , we become alienated from our work .",justice,"dobj(doing-9, justice-10) ",NN,,VBG,,,doing,do,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"It is now a claim for self-determination and justice , for rights , civic parity , and freedom .",justice,"nmod:for(claim-5, justice-9) conj:and(self-determination-7, justice-9) ",NN,,,,,,,,for claim,for,claim,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
One example is Patricia Taylor 's suggested high school literature unit on the theme of the search for justice and dignity.,justice,"case(justice-19, for-18) cc(justice-19, and-20) conj:and(justice-19, dignity-21) nmod:for(search-17, justice-19) ",NN,,,,,,,,for search,for,search,,,,and,dignity,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"What is virtue or justice , and on what foundations might they rest ?",justice,"nsubj(What-1, justice-5) conj:or(virtue-3, justice-5) ",NN,,VBZ,is,be,,,,,,,,,,or,virtue,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"<p> Although the federal courts have struck down such laws , two very respected and learned Supreme Court justices , Rehnquist and Scalia , were of the opinion that creationism is a scientific theory.",justices,"compound(justices-19, Supreme-17) compound(justices-19, Court-18) appos(justices-19, Rehnquist-21) appos(justices-19, Scalia-23) nsubj(opinion-28, justices-19) ",NNS,,VBD,were,be,,,,,,,,,,,,"supreme, court",,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,"modified, rehnquist, modified, scalia",,"rehnquist, scalia",,,,,plural,bare plural,ambiguous,,unknown,unknown
"<p> By contrast to this more complex picture , the play within the play that is Judy 's Antigone , of which we get only snippets , is obviously a version of that subgenre of American theatre referred to at the outset of this article , the clearcut contest between the innocent underdog -- possessed with broadly progressive human values and a sense of wounded justice -- pitched against oppressive institutionalized authority .",justice,"case(justice-66, of-64) amod(justice-66, wounded-65) nmod:of(sense-63, justice-66) ",NN,,,,,,,,of sense,of,sense,,,,,,,wounded,[0.08875],[0.06604166666666667],[0.03608333333333333],[0.0975],[0.11875],[0.0425],[0.07716666666666666],[0.07125],[0.13695833333333332],[0.04125],[0.0875],[0.06375],[0.0725],,,,,,,,,,,,singular,linked,,,unknown,unknown
Publius 's worldliness consists of his ability to describe his opponents ' interests and convictions in terms which those opponents will recognize as doing justice to their own sense of them .,justice,"dobj(doing-24, justice-25) ",NN,,VBG,,,doing,do,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"He speaks neither as an interested special pleader , nor as a pure vehicle of transcendental justice , but as a fair-minded party to a deal .",justice,"case(justice-17, of-15) amod(justice-17, transcendental-16) nmod:of(vehicle-14, justice-17) ",NN,,,,,,,,of vehicle,of,vehicle,,,,,,,transcendental,[0.05875],[0.035],[0.004],[0.11],[0.03],[0.048125],[0.11604166666666668],[0.0275],[0.08975],[0.17333333333333337],[0.1125],[0.15],[0.045],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Second , faction may lead the public will to do things which are in the public interest but which are unfair , things which an enlightened prudence would recommend but which justice condemns .",justice,"nsubj(condemns-33, justice-32) ",NN,,VBZ,condemns,condemn,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"However , neither Atticus 's goodness nor his profound commitment to justice is able to save Boo from the pain of his life , to relocate him by narrative sleight-of-hand to the open space which is Atticus 's home and identity .",justice,"case(justice-12, to-11) nmod:to(goodness-6, justice-12) ",NN,,,,,,,,to goodness,to,goodness,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
It does little justice to this great country to avoid these hard issues .,justice,"amod(justice-4, little-3) dobj(does-2, justice-4) ",NN,,VBZ,,,does,do,,,,,,,,,,,little,[0.0125],[0.03507738095238094],[0.002],[0.0475],[0.08833333333333333],[0.0],[0.025],[0.0125],[0.03250595238095237],[0.025],[0.034583333333333334],[0.0125],[0.6725],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"Priorities vary , but some common themes include education ( including public school human sexuality curricula ) , anti abortion activities , social issues such as economic justice and AIDS , and , of course , funding for social services for which the church vies for government grants and contracts .",justice,"case(justice-28, such-25) amod(justice-28, economic-27) conj(justice-28, AIDS-30) nmod:such_as(issues-24, justice-28) ",NN,,,,,,,,such_as issues,such_as,issues,,,,,aids,,economic,[0.017708333333333333],[0.04625],[0.00625],[0.071875],[0.11458333333333334],[0.014583333333333332],[0.1758333333333333],[0.0575],[0.08791666666666668],[0.028333333333333335],[0.23],[0.01],[0.13916666666666666],,,,,,,,,,,,singular,linked,,,unknown,unknown
"The Red Mass ( so named for red vestments worn by the celebrants to represent the tongues of fire of the Holy Spirit ) is attended not only by Catholic members of the Court but also by non Catholic justices , judges , and other public officeholders .",justices,"advmod(justices-40, also-36) case(justices-40, by-37) amod(justices-40, non-38) amod(justices-40, Catholic-39) conj:and(justices-40, judges-42) cc(justices-40, and-44) conj:and(justices-40, officeholders-47) ",NNS,,,,,,,,,,,,,,"and, and","judges, officeholders",,"non, catholic",[0.10979166666666666],[0.04475],[0.0325],[0.099375],[0.08583333333333332],[0.035],[0.07],[0.0125],[0.0565],[0.078125],[0.0675],[0.265625],[0.0425],,,,also,,,,,,,,plural,linked,,,unknown,unknown
"<p> 
##4001353 To put Singer 's ( 1992 ) work on relative deprivation and responses to preferential treatment in context , studies from a procedural justice perspective are reviewed .",justice,"compound(perspective-28, justice-27) ",NN,,,,,,,,,,,,,,,,perspective,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
That review suggests that the psychological dynamics of preferential treatment are well accounted for by concepts derived from theories of procedural justice .,justice,"case(justice-22, of-20) amod(justice-22, procedural-21) nmod:of(theories-19, justice-22) ",NN,,,,,,,,of theories,of,theories,,,,,,,procedural,[0.081875],[0.04875],[0.0075],[0.154375],[0.0525],[0.07166666666666666],[0.09333333333333332],[0.0125],[0.065],[0.0755],[0.05],[0.2095],[0.0775],,,,,,,,,,,,singular,linked,,,unknown,unknown
"It is thus argued that , to be parsimonious , Singer 's work is best conceptualized in procedural justice rather than relative deprivation terms .",justice,"case(justice-19, in-17) amod(justice-19, procedural-18) cc(justice-19, rather-20) conj:negcc(justice-19, terms-24) nmod:in(conceptualized-16, justice-19) ",NN,,,,,,,,in conceptualized,in,conceptualized,,,,negcc,terms,,procedural,[0.081875],[0.04875],[0.0075],[0.154375],[0.0525],[0.07166666666666666],[0.09333333333333332],[0.0125],[0.065],[0.0755],[0.05],[0.2095],[0.0775],,,,,,,,,,,,singular,linked,,,unknown,unknown
But Singer has apparently ignored that theories of procedural justice have been used to conceptualize the psychological dynamics of preferential treatment .,justice,"case(justice-10, of-8) amod(justice-10, procedural-9) nmod:of(theories-7, justice-10) ",NN,,,,,,,,of theories,of,theories,,,,,,,procedural,[0.081875],[0.04875],[0.0075],[0.154375],[0.0525],[0.07166666666666666],[0.09333333333333332],[0.0125],[0.065],[0.0755],[0.05],[0.2095],[0.0775],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Indeed , the evidence from studies guided by procedural justice theory is so strong that such studies constitute a standard by which new theoretical approaches to the issue should be gauged .",justice,"compound(theory-11, justice-10) ",NN,,,,,,,,,,,,,,,,theory,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
