sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"They contain a cassette of the aural section of the exam , an exam key , and formulas for computing the score .",key,"det(key-15, an-13) compound(key-15, exam-14) nmod:of(section-8, key-15) conj:and(exam-11, key-15) ",NN,,,,,,,,of section,of,section,,an,and,exam,exam,,,,,,,,,,,an,unit,singular,,['A+N'],countable,unknown
"As Diane Merchant , music director at Gallaudet University for the deaf , has observed , "" Students do not have to correctly produce a pitch -- the instrument does it ; and the correct keys can be seen and felt . """,keys,"det(keys-36, the-34) amod(keys-36, correct-35) nsubjpass(seen-39, keys-36) nsubjpass(felt-41, keys-36) ",NNS,,VBN,seen,see,,,,,,,,the,,,,correct,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"In keyboard class , the first four lessons involved playing rhythm patterns with alternating hands on one key .",key,"case(key-18, on-16) nummod(key-18, one-17) nmod:on(alternating-14, key-18) ",NN,,,,,,,,on alternating,on,alternating,,,,,,,,,one,,,,,,,one,unit,singular,,['A+N'],countable,unknown
One activity that fosters creativity is to produce a rhythm pattern on the drum pads and then ( using the ability of most keyboards to store and repeat these patterns ) to improvise a melody on the black keys .,keys,"case(keys-39, on-36) det(keys-39, the-37) amod(keys-39, black-38) nmod:on(improvise-33, keys-39) ",NNS,,,,,,,,on improvise,on,improvise,,the,,,,black,,,,,,,,,,,,plural,,[],unknown,unknown
"In planning their purchase , you should consider size and capability of the keyboards , size of keys ( mini , mid-sized , or fullsized ) , adapters vs. batteries , and whether or not you will be using headphones .",keys,"case(keys-18, of-17) dep(keys-18, mini-20) dep(keys-18, mid-sized-22) dep(keys-18, fullsized-25) appos(keys-18, adapters-28) nmod:of(size-16, keys-18) ",NNS,,,,,,,,of size,of,size,,,,,,,,,,,"modified, adapters",,adapters,,,,,plural,,[],unknown,unknown
"Whether mini , mid-sized , or full-sized keys are used by students , there seems to be no difficulty in the transfer of skills from electronic keyboards to acoustic pianos .",keys,"amod(keys-8, full-sized-7) appos(mini-2, keys-8) conj:or(mid-sized-4, keys-8) ",NNS,,,,,,,,,,,,,,,,,,,,,"modifier, mini",mini,,,,,,plural,,[],unknown,unknown
<p> I would not expect children of this age to know the letter names of the keys .,keys,"case(keys-17, of-15) det(keys-17, the-16) nmod:of(names-14, keys-17) ",NNS,,,,,,,,of names,of,names,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"One must be sensitive , however , to the differences between the gross motor motion of hitting a xylophone and the fine motor motion of playing a keyboard key .",key,"det(key-29, a-27) compound(key-29, keyboard-28) dobj(playing-26, key-29) ",NN,,VBG,,,playing,play,,,,,,a,,,keyboard,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"Taped to the table are various laminated papers with information such as letter names of the keys , lists of available timbres , and other information to which the children may need to refer as they work with the instruments .",keys,"case(keys-17, of-15) det(keys-17, the-16) nmod:of(names-14, keys-17) ",NNS,,,,,,,,of names,of,names,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
The easiest duets for a beginning student use a pentatonic ( black keys ) melody and an ostinato or a call-and-response type melody .,keys,"amod(keys-13, black-12) appos(melody-15, keys-13) ",NNS,,,,,,,,,,,,,,,,black,,,,,"modifier, melody",melody,,,,,,plural,,[],unknown,unknown
"Have the students play by ear "" Old McDonald "" on the black keys ( beginning on F# ) .",keys,"case(keys-14, on-11) det(keys-14, the-12) amod(keys-14, black-13) nmod:on(keys-14, F#-18) nmod:on(ear-6, keys-14) ",NNS,,,,,,,,on ear,on,ear,,the,,,,black,,,,,,,,,,,,plural,,[],unknown,unknown
<p> This initial batch of patriotic broadsides were printed on sheets of paper 26 centimeters by 38 centimeters on small presses with worn-out keys .,keys,"case(keys-24, with-22) amod(keys-24, worn-out-23) nmod:with(printed-9, keys-24) ",NNS,,,,,,,,with printed,with,printed,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Indeed , a key to understanding Ragbenle , and the even more obscure Ramena , may well lie in seeing them as playing a role similar to that of Njayei.",key,"det(key-4, a-3) nmod:to(key-4, Ragbenle-7) cc(key-4, and-9) conj:and(key-4, Ramena-14) nsubj(lie-18, key-4) ",NN,,VB,lie,lie,,,,to Ragbenle,to,,ragbenle,a,and,ramena,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"Most important , the African-American yards that concern me in this paper creolize multiple traditions from Old and New Worlds , so no monolithic cultural key can unlock what and how yards mean .",key,"neg(key-26, no-23) amod(key-26, monolithic-24) amod(key-26, cultural-25) nsubj(unlock-28, key-26) ",NN,no,VB,unlock,unlock,,,,,,,,,,,,"monolithic, cultural",,,,,,,,,,,,singular,ambiguous,[],unknown,verdical
"Furthermore , it is capable , in accordance with the mode and dynamics in which it is presented , of an indefinite variety of mood -- gentle , wistful , and nostalgic in the exposition and recapitulation , which are confined to the tonic ( major ) and closely related keys , but full of rage and despair , with minor keys , frequent modulation , and fortissimo dynamics , in the development section .",keys,"amod(keys-51, related-50) nmod:to(confined-41, keys-51) conj:and(tonic-44, keys-51) ",NNS,,,,,,,,to confined,to,confined,,,and,tonic,,related,,,,,,,,,,,,plural,,[],unknown,unknown
"Furthermore , it is capable , in accordance with the mode and dynamics in which it is presented , of an indefinite variety of mood -- gentle , wistful , and nostalgic in the exposition and recapitulation , which are confined to the tonic ( major ) and closely related keys , but full of rage and despair , with minor keys , frequent modulation , and fortissimo dynamics , in the development section .",keys,"case(keys-62, with-60) amod(keys-62, minor-61) conj:and(keys-62, modulation-65) cc(keys-62, and-67) conj:and(keys-62, dynamics-69) nmod:with(full-54, keys-62) ",NNS,,,,,,,,with full,with,full,,,"and, and","modulation, dynamics",,minor,,,,,,,,,,,,plural,,[],unknown,unknown
She believes that the creativity of the teacher is the key to helping students tap their creativity .,key,"mark(key-11, that-3) nsubj(key-11, creativity-5) cop(key-11, is-9) det(key-11, the-10) acl(key-11, helping-13) ccomp(believes-2, key-11) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,that,,,singular,singular,[],unknown,nonverdical
"The key is to maintain the integrity of the art through a solid grounding in the discipline , while making valid connections to other subjects and fife experiences .",key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(maintain-5, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"60 The painting in a yellow key shows an orchard bathed in full morning sunlight : the sky is a chrome and pale citron yellow , broken by pale emerald ( "" veronese "" ) green .",key,"case(key-7, in-4) det(key-7, a-5) amod(key-7, yellow-6) nmod:in(painting-3, key-7) ",NN,,,,,,,,in painting,in,painting,,a,,,,yellow,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"This is an exceptional subject for a realist painting , and its production depended upon a powerful and disturbing conjunction of three themes key to nineteenth-century visual culture : artistic invention , sexuality , and the consequences of looking .",key,"nmod:to(key-24, culture-28) conj:and(key-24, invention-31) cc(key-24, and-35) conj:and(key-24, consequences-37) dobj(depended-14, key-24) ",NN,,VBD,,,depended,depend,,to culture,to,,culture,,"and, and","invention, consequences",,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Contrasting the beliefs of these "" hombres eccentricos "" ( V : 293 ) with his own vision of the modern urban ideal , Mesonero eagerly takes advantage of the opportunity to define himself as an enlightened debunker of romantic absurdities , defender of progress and civilization , and holder of the keys to the future .",keys,"case(keys-53, of-51) det(keys-53, the-52) nmod:of(holder-50, keys-53) ",NNS,,,,,,,,of holder,of,holder,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Klinkowitz argues that the central piece in the Barthelme canon , and the key to his artistic mood , is the widely acknowledged masterpiece , The Dead Father .",key,"det(key-14, the-13) nmod:to(key-14, mood-18) conj:and(piece-6, key-14) nsubj(masterpiece-24, key-14) ",NN,,PRP,is,be,,,,to mood,to,,mood,the,and,piece,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Because of this dual requirement the heavily mythic element in much of oral narrative is not surprising , given that , as Robert Scholes and Robert Kellogg point out , myth derives its psychological potency from the way that mythic narratives supply "" keys to the human psyche in story form "" ( 220 ) .",keys,"dobj(supply-42, keys-44) ",NNS,,VBP,,,supply,supply,,,,,,,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"In this story as in many others by Kafka , the myth that may once have been a key to unlocking the human psyche becomes merely a fragment to reflect that psyche in an alienated world .",key,"nsubj(key-19, myth-12) aux(key-19, may-14) advmod(key-19, once-15) aux(key-19, have-16) cop(key-19, been-17) det(key-19, a-18) acl(key-19, unlocking-21) acl:relcl(myth-12, key-19) ",NN,,VBN,,,been,be,,,,,,a,,,,,,,,once,,,,"may, have",,a,unit,singular,ambiguous,['A+N'],countable,nonverdical
"The juego ilusorio , our key to this understanding , comes to light as a sobering metaphor for a common form of behavior Girard calls mimetic desire , a mediated form of desire which he defines as ultimately metaphysical in nature .",key,"nmod:poss(key-6, our-5) nmod:to(key-6, understanding-9) appos(ilusorio-3, key-6) ",NN,,,,,,,,to understanding,to,,understanding,,,,,,,our,,,"modifier, ilusorio",ilusorio,,,,,,singular,,[],unknown,unknown
Her innocence understood in this way is the real key to Don Juan 's salvation .,key,"nsubj(key-10, innocence-2) cop(key-10, is-7) det(key-10, the-8) amod(key-10, real-9) nmod:to(key-10, salvation-15) root(ROOT-0, key-10) ",NN,,DT,,,is,be,,to salvation,to,,salvation,the,,,,real,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Cervantes began by parodying the novels of chivalry ; parody is a key to the novel as genre .,key,"nsubj(key-13, parody-10) cop(key-13, is-11) det(key-13, a-12) nmod:to(key-13, novel-16) parataxis(began-2, key-13) ",NN,,VBZ,,,is,be,,to novel,to,,novel,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"Customer Number is a special data item called an identifier or primary key , which uniquely identifies each occurrence of the entity CUSTOMERS .",key,"det(key-13, an-9) compound(key-13, identifier-10) compound(key-13, primary-12) ref(key-13, which-15) acl:relcl(key-13, identifies-17) dobj(called-8, key-13) nsubj(identifies-17, key-13) ",NN,,VBZ,identifies,identify,,,,,,,,an,,,"identifier, primary",,,,,,,,,,,an,unit,singular,singular,['A+N'],countable,unknown
"The E-R modeling representation was more effective for binary and simple ternary associations , but less effective for the modeling of unary associations , complex ternary associations , and primary keys .",keys,"amod(keys-31, primary-30) nmod:of(modeling-20, keys-31) conj:and(associations-23, keys-31) ",NNS,,,,,,,,of modeling,of,modeling,,,and,associations,,primary,,,,,,,,,,,,plural,,[],unknown,unknown
Associations are only implicitly represented by the assignment of cross-reference keys .,keys,"case(keys-11, of-9) amod(keys-11, cross-reference-10) nmod:of(assignment-8, keys-11) ",NNS,,,,,,,,of assignment,of,assignment,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
Primary keys are underlined .,keys,"amod(keys-2, Primary-1) nsubj(underlined-4, keys-2) ",NNS,,VBP,are,be,,,,,,,,,,,,primary,,,,,,,,,,,,plural,plural,[],unknown,unknown
"Each data item possessed by the entity is contained in the parentheses separated by commas , and the primary key is underlined .",key,"det(key-20, the-18) amod(key-20, primary-19) nsubj(underlined-22, key-20) ",NN,,VBZ,is,be,,,,,,,,the,,,,primary,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The data items in the new association relation are the two primary keys from the two relations that are associated , in this example , Product Number and Part Number .",keys,"nsubj(keys-13, items-3) cop(keys-13, are-9) det(keys-13, the-10) nummod(keys-13, two-11) amod(keys-13, primary-12) nmod:from(keys-13, relations-17) ref(keys-13, that-18) acl:relcl(keys-13, associated-20) root(ROOT-0, keys-13) nsubjpass(associated-20, keys-13) ",NNS,,VBP,,,are,be,,from relations,from,,relations,the,,,,primary,,,two,,,,,,,two,other,plural,plural,['O-DEN'],countable,unknown
These two data items are the cross-reference keys that define the association between the two entities PRODUCT INVENTORY and PART INVENTORY .,keys,"nsubj(keys-8, items-4) cop(keys-8, are-5) det(keys-8, the-6) amod(keys-8, cross-reference-7) ref(keys-8, that-9) acl:relcl(keys-8, define-10) root(ROOT-0, keys-8) nsubj(define-10, keys-8) ",NNS,,VB,define,define,,,,,,,,the,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"The keys to the future of nanostructured materials , however , are our ability to continue to improve the properties of materials by artificially structuring them on nanometer length scales and our ability to develop the methods for producing these materials in commercially viable quantities .",keys,"det(keys-2, The-1) nmod:to(keys-2, future-5) nsubj(ability-14, keys-2) ",NNS,,VBP,are,be,,,,to future,to,,future,the,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
The key to such progress is better chemical management and improved lab practices .,key,"det(key-2, The-1) nmod:to(key-2, progress-5) nsubj(management-9, key-2) ",NN,,VBZ,is,be,,,,to progress,to,,progress,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> The key to such contacts is e-mail discussion groups , and various systems support such communication .",key,"det(key-3, The-2) dobj(<p>-1, key-3) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> The key is an Internet function called Telnet .,key,"det(key-3, The-2) nsubj(function-7, key-3) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Ultimately , the key to a hospital 's success is its administration 's strong alliance with its physicians ; helping physicians offset revenue losses is an excellent place to begin or continue a strong relationship with the medical staff .",key,"det(key-4, the-3) nmod:to(key-4, success-9) nsubj(alliance-15, key-4) ",NN,,VBZ,is,be,,,,to success,to,,success,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> One key element to developing a sound plan that has the appropriate internal and external focus is the identification of one person who is responsible for all oncology development , whose title may range from administrative director to executive director to program manager .",key,"compound(element-4, key-3) ",NN,,VBZ,is,be,,,,,,,,,,,element,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Because radiation therapy is a referral practice , a key to success is having a radiation oncology physician who maintains a rapport with and professional respect from colleagues .",key,"det(key-10, a-9) nmod:to(key-10, success-12) nsubj(having-14, key-10) ",NN,,VBZ,is,be,,,,to success,to,,success,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
", to go to the restroom ) , the data collector noted this by coding on a function key to indicate when the subject left and returned to the classroom .",key,"case(key-19, on-16) det(key-19, a-17) compound(key-19, function-18) nmod:on(coding-15, key-19) ",NN,,,,,,,,on coding,on,coding,,a,,,function,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"The recorders measure , display , record , and control up to two process variables from a variety of inputs including thermocouples , RTDs , mV , or V. Record functions , control functions , and alarm settings are configured via the keys on the front cover and self-prompting displays .",keys,"case(keys-43, via-41) det(keys-43, the-42) nmod:on(keys-43, cover-47) nmod:on(keys-43, displays-50) nmod:via(configured-40, keys-43) ",NNS,,,,,,,,"on cover, on displays, via configured","on, on, via",configured,"cover, displays",the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
